Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Juan Pablo Rios Rendon,"Rios Rendon,Juan Pablo",3,4.0,"Ford Global Technologies, LLC",7,0,0,"Mexico City, MX",2017 - 2019,2017,2019,6.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECATRÓNICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,6896776,2011.0,,,,,,,,,0.0,,,Mexicana
Juan Ruiz Estrella,"Ruiz Estrella,Juan",3,9.0,"Plásticos Técnicos Mexicanos, S.A. de C.V.",15,1,0,"Querétaro, MX",2020 - 2022,2020,2022,,Hombre,,,,,,,,,,,,,,,,,
Julio Cesar Rangel Mata,"Rangel Mata,Julio Cesar",3,3.0,"SERVICIOS ADMINISTRATIVOS PEÑOLES, S.A. DE C.V.",4,0,0,"Coahuila, MX",2014 - 2018,2014,2018,13.0,HOMBRE,LICENCIATURA EN QUÍMICA INDUSTRIAL,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,3510267,2001.0,,,,,,,,,0.0,,,Mexicana
Karen ROETS,"ROETS,Karen",3,2.0,Ontex BV,8,1,3,"San Cristóbal Tepontla, MX",2019 - 2023,2019,2023,,Mujer,,,,,,,,,,,,,,,,,
Karla Morales,"Morales,Karla",3,14.0,Ademco Inc.,6,0,3,"Chihuahua, MX",2020 - 2021,2020,2021,,Mujer,,,,,,,,,,,,,,,,,
Karla Morena Guajardo Gonzalez,"Guajardo Gonzalez,Karla Morena",3,24.0,Schneider Electric Industries SAS,3,1,2,"Monterrey, MX",2017 - 2017,2017,2017,12.0,MUJER,LICENCIATURA EN DISEÑO INDUSTRIAL,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,4657415,2005.0,MAESTRÍA EN DISEÑO INDUSTRIAL,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,4743366,2006,,,,,1.0,SCHNEIDER ELECTRIC,LIDER DE PROYECTO,Mexicana
Kevin Marquez Vaca,"Marquez Vaca,Kevin",3,1.0,Toshiba Tec Kabushiki Kaisha,4,0,0,"Jalisco, MX",2022 - 2023,2022,2023,3.0,HOMBRE,LICENCIATURA EN INGENIERÍA DE SOFTWARE,UNIVERSIDAD AUTÓNOMA DE GUADALAJARA,1.0,11660791,2019.0,,,,,,,,,0.0,Meta,Software Engineer,Mexicana
Laura Olivia Aleman Vazquez,"Aleman Vazquez,Laura Olivia ",3,0.0,Instituto Mexicano del Petróleo,7,0,0,"Mexico City, MX",2018 - 2020,2018,2020,28.0,MUJER,LICENCIATURA COMO QUÍMICO FARMACÉUTICO BIÓLOGO,UNIVERSIDAD MICHOACANA DE SAN NICOLÁS DE HIDALGO,1.0,1461452,1990.0,MAESTRÍA EN CIENCIAS QUÍMICAS,UNIVERSIDAD AUTÓNOMA DEL ESTADO DE HIDALGO,3355047,2001,DOCTORADO EN CIENCIAS QUÍMICAS,UNIVERSIDAD AUTÓNOMA DEL ESTADO DE HIDALGO,4819255,2006,1.0,,,Mexicana
Leobardo Campos Macias,"Campos Macias,Leobardo",3,4.0,Intel Corporation,12,0,0,"Guadalajara, MX",2020 - 2023,2020,2023,,Hombre,,,,,,,,,,,,,,,,,
Leobardo Stephen Lincoln Strange Zenteno,"Strange Zenteno,Leobardo Stephen Lincoln",3,16.0,KLEVERNESS INCORPORATED,12,0,0,"Gustavo A. Madero, MX",2018 - 2019,2018,2019,-2.0,Hombre,LICENCIATURA EN BIOTECNOLOGÍA ,UNIVERSIDAD ABIERTA Y A DISTANCIA DE MÉXICO (UNADM),1.0,,2020.0,,,,,,,,,0.0,,,Mexicana
Leonel A Barrera,"A Barrera,Leonel",3,4.0,Delphi Technologies,4,0,2,"Chihuahua, MX",2008 - 2018,2008,2018,,Hombre,,,,,,,,,,,,,,,,,
Leticia Flores Santos,"Flores Santos,Leticia",3,1.0,"Rheomod de México, S.A.P.I. de C.V.",4,1,0,"Calimaya de Díaz González, MX",2013 - 2021,2013,2021,17.0,MUJER,LICENCIATURA EN QUÍMICA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,2380889,1996.0,,,,,DOCTORADO EN QUÍMICA INORGÁNICA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,3717579,2002,1.0,ADDICO MEXICO,DIRECTORA DE OPERACIONES Y COFUNDADORA,Mexicana
Liliana Alonso Vazquez,"Alonso Vazquez,Liliana",3,3.0,"Ford Global Technologies, LLC",6,0,1,"Alvaro Obregon, MX",2018 - 2022,2018,2022,8.0,MUJER,LICENCIATURA COMO INGENIERO MECÁNICO ADMINISTRADOR,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,6527934,2010.0,MAESTRÍA EN INGENIERÍA EN SISTEMAS DE CALIDAD Y PRODUCTIVIDAD,INSTITUTO TECNOLÓGICIO Y DE ESTUDIOS SUPERIORES DE MONTERREY,9749398,2016,DOCTORADO EN MANUFACTURA AVANZADA,CIATEQ,12468561,2021,1.0,FORD,SUPERVISORA,Mexicana
Linda Patricia Osuna Ibarra,"Osuna Ibarra,Linda Patricia",3,3.0,Intel Corporation,12,0,1,"Zapopan, MX",2021 - 2023,2021,2023,8.0,MUJER,LICENCIATURA EN INGENIERÍA EN MECATRÓNICA,UNIVERSIDAD POLITÉCNICA DE SINALOA,1.0,8407467,2013.0,,,,,,,,,0.0,,,Mexicana
Lourival Domingos POSSANI POSTAY,"POSSANI POSTAY,Lourival Domingos",3,2.0,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,10,2,1,"Tlaltizapan, MX",2008 - 2018,2008,2018,,,,,,,,,,,,,,,,,,,
Lucia del Carmen Sanchez Fernandez,"Sanchez Fernandez,Lucia del Carmen",3,16.0,"GRUPO P.I. MABE, S.A. DE C.V.",6,1,0,"Puebla, MX",2018 - 2021,2018,2021,,Mujer,,,,,,,,,,,,,,,,,
Luis A Arroyo,"A Arroyo,Luis",3,11.0,Delphi Technologies,2,1,1,"La Y Griega, MX",2010 - 2017,2010,2017,,Hombre,,,,,,,,,,,,,,,,,
Luis Alberto Duran Hernandez,"Duran Hernandez,Luis Alberto",3,2.0,"Ford Global Technologies, LLC",5,2,3,"Coyoacán, MX",2017 - 2023,2017,2023,3.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN MECATRÓNICA,UNIVERSIDAD PANAMERICANA ,0.0,8917130,2014.0,MAESTRÍA EN GESTIÓN DE LA INNOVACIÓN TECNOLÓGICA,UNIVERSIDAD IBEROAMERICANA,11012333,2018,,,,,1.0,FORD MOTOR COMPANY,ADVANCED INTERIOR ENGINEER,Mexicana
Luis Angel Garcia Cortes,"Garcia Cortes,Luis Angel",3,77.0,Alpha Guardian,2,0,2,"Tijuana, MX",2000 - 2020,2000,2020,,,,,,,,,,,,,,,,,,,
Luis Angel Ramirez Ortiz,"Ramirez Ortiz,Luis Angel",3,12.0,Robert Bosch GmbH,3,1,1,"Toluca, MX",2019 - 2020,2019,2020,,Hombre,,,,,,,,,,,,,,,,,
Luis Armando Bravo Castillo,"Bravo Castillo,Luis Armando",3,8.0,PRO/BIONICS S.A. DE C.V,1,0,0,"Estado de México, MX",2011 - 2022,2011,2022,1.0,HOMBRE,LICENCIATURA EN INGENIERÍA BIÓNICA,INSTITUTO POLITÉCNICO NACIONAL,1.0,6469534,2010.0,,,,,,,,,0.0,PROBIONICS,DIRECTOR,Mexicana
Luis Becerril,"Becerril,Luis",3,0.0,"Ford Global Technologies, LLC",6,1,1,"Tultitlán, MX",2022 - 2024,2022,2024,,Hombre,,,,,,,,,,,,,,,,,
Luis Camilo Rios Castaneda,"Rios Castaneda,Luis Camilo",3,2.0,Universidad Autonoma Metropolitana,12,2,3,"Copoya, MX",2012 - 2014,2012,2014,29.0,HOMBRE,LICENCIATURA EN QUÍMICA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,855858,1983.0,,,,,DOCTORADO EN CIENCIAS EN LA ESPECIALIDAD DE FARMACOLOGÍA,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN,13604923,2023,1.0,UNIVERSIDAD AUTÓNOMA METROPOLITANA,PROFESOR,Mexicana
Luis E Canedo,"E Canedo,Luis",3,95.0,,1,0,0,"Ukum, MX",1998 - 2004,1998,2004,,Hombre,,,,,,,,,,,,,,,,,
Luis Estrada Flores,"Estrada Flores,Luis",3,6.0,"PSICOFARMA, S.A. DE C.V.",7,0,3,"San Miguel Ajusco, MX",1985 - 2015,1985,2015,,Hombre,,,,,,,,,,,,,,,,,
Luis Fernando Loo Zazueta,"Loo Zazueta,Luis Fernando",3,2.0,Cummins Inc,5,1,3,"San Luis Potosí, MX",2022 - 2023,2022,2023,12.0,HOMBRE,LICENCIATURA COMO INGENIERO QUÍMICO,UNIVERSIDAD AUTÓNOMA DE COAHUILA,1.0,6681869,2010.0,,,,,,,,,0.0,NUTEC,R&D Manager,Mexicana
Luis Gonzalez Rodriguez,"Gonzalez Rodriguez,Luis",3,61.0,GRUPO PAVISA S.A. DE C.V.,0,0,0,"Naucalpan, MX",2011 - 2012,2011,2012,,Hombre,,,,,,,,,,,,,,,,,
Luis Javier Aguilar,"Javier Aguilar,Luis",3,61.0,Whirlpool Corporation,10,1,0,"Celaya, MX",2019 - 2022,2019,2022,,Hombre,,,,,,,,,,,,,,,,,
Luis Javier Pando Rodriguez,"Pando Rodriguez,Luis Javier",3,3.0,GE Aviation Systems Limited,22,0,0,"Querétaro, MX",2020 - 2023,2020,2023,16.0,HOMBRE,LICENCIATURA EN INGENIERÍA ELECTRÓNICA,INSTITUTO TECNOLÓGICO DE CHIHUAHUA,1.0,4322501,2004.0,,,,,,,,,0.0,,,Mexicana
Luis Javier RIVERA CRUZ,"RIVERA CRUZ,Luis Javier",3,0.0,Colgate-Palmolive Company,9,1,1,"Mexico City, MX",2021 - 2022,2021,2022,5.0,HOMBRE,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,9698543,2016.0,,,,,,,,,0.0,COLGATE PALMOLIVE,SENIOR SCIENTIST,Mexicana
Luis Joaquin Martinez Layseca,"Martinez Layseca,Luis Joaquin",3,,,,,,"Querétaro, MX",2019 - 2022,2019,2022,,Hombre,,,,,,,,,,,,,,,,,
Luis Martin,"Martin,Luis",3,,,,,,"Monterrey, MX",2000 - 2006,2000,2006,,Hombre,,,,,,,,,,,,,,,,,
Luis Miguel Franco Caballero,"Franco Caballero,Luis Miguel",3,,,,,,"Monterrey, MX",2016 - 2023,2016,2023,7.0,HOMBRE,LICENCIATURA EN INGENIERÍA ELECTRÓNICA EN CONTROL,UNIVERSIDAD REGIOMONTANA,0.0,6047343,2009.0,MAESTRÍA EN CIENCIAS CON ORIENTACIÓN EN GESTIÓN E INNOVACIÓN DEL DISEÑO,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,11230935,2018,,,,,1.0,MUNTERS ,PRODUCT DEVELOPMENT ENGINEER,Mexicana
Luis Orlando Castro Cabrera,"Castro Cabrera,Luis Orlando",3,,,,,,"Mexico City, MX",2022 - 2023,2022,2023,,Hombre,,,,,,,,,,,,,,,,,
Luis Rabasa,"Rabasa,Luis",3,,,,,,"Barrio Paraiso, MX",2022 - 2023,2022,2023,,Hombre,,,,,,,,,,,,,,,,,
Luis Salazar Olivio,"Salazar Olivio,Luis",3,,,,,,"Texcoco, MX",2003 - 2005,2003,2005,,Hombre,,,,,,,,,,,,,,,,,
Luis Vazquez,"Vazquez,Luis",3,,,,,,"Chihuahua, MX",2018 - 2023,2018,2023,,Hombre,,,,,,,,,,,,,,,,,
Luis Villalobos,"Villalobos,Luis",3,,,,,,"Chihuahua, MX",1987 - 2015,1987,2015,,Hombre,,,,,,,,,,,,,,,,,
Manuel Alejandro Vite Cadena,"Vite Cadena,Manuel Alejandro",3,,,,,,"Toluca, MX",2015 - 2017,2015,2017,3.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECATRÓNICA,UNIVERSIDAD POLITÉCNICA DE PACHUCA,1.0,7805623,2012.0,,,,,,,,,0.0,,,Mexicana
Manuel Leon,"Leon,Manuel",3,,,,,,"Ecatepec, MX",2003 - 2022,2003,2022,,Hombre,,,,,,,,,,,,,,,,,
Manuel Oyervides Garcia,"Oyervides Garcia,Manuel",3,,,,,,"El Palomar, MX",2019 - 2023,2019,2023,46.0,HOMBRE,LICENCIATURA EN INGENIERÍA AGRÓNOMA,UNIVERSIDAD AUTÓNOMA AGRARIA,1.0,,1973.0,MAESTRÍA EN CIENCIA GENÉTICA,"GRADUATE COLLEGE, CHAPINGO",,1978,DOCTORADO EN MEJORAMIENTO VEGETAL Y CITOGENÉTICA,IOWA STATE UNIVERSITY,,1984,1.0,MANAGEMENT CONSULTANT,MAIZE BREEDING AND SEEDS CONSULTANT,Mexicana
Manuel Sanchez,"Sanchez,Manuel",3,,,,,,"Chihuahua, MX",2004 - 2010,2004,2010,,Hombre,,,,,,,,,,,,,,,,,
Manuel Vazquez,"Vazquez,Manuel",3,,,,,,"Zapopan, MX",2002 - 2022,2002,2022,,Hombre,,,,,,,,,,,,,,,,,
Marcel Montemayor Cavazos,"Montemayor Cavazos,Marcel",3,,,,,,"Guadalupe, MX",2011 - 2015,2011,2015,6.0,HOMBRE,LICENCIATURA EN DISEÑO INDUSTRIAL,UNIVERSIDAD DE MONTERREY,0.0,4622375,2005.0,MAESTRÍA EN INGENIERÍA DEL PRODUCTO,UNIVERSIDAD DE MONTERREY,7092814,2011,,,,,1.0,SCHNEIDER ELECTRIC,DESIGN ENGINEER,Mexicana
Marcela Veronica Arizpe Rodriguez,"Arizpe Rodriguez,Marcela Veronica",3,,,,,,"Monterrey, MX",2015 - 2019,2015,2019,7.0,MUJER,LICENCIATURA EN DISEÑO INDUSTRIAL,UNIVERSIDAD AUTÓNOMA DE NUEVO LEÓN,1.0,5446976,2008.0,MAESTRÍA EN INNOVACIÓN PARA EL DESARROLLO EMPRESARIAL,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,9213026,2015,,,,,1.0,SCHNEIDER ELECTRIC,PRODUCT ENGINEER,Mexicana
Marco Antonio Aquino Olivos,"Fernandez de Castro,Daniel Vogel",3,,,,,,"Mexico City, MX",2016 - 2017,2016,2017,22.0,HOMBRE,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVERSIDAD AUTÓNOMA DEL ESTADO DE MORELOS,1.0,2004515,1994.0,MAESTRÍA EN CIENCIAS EN INGENIERÍA MECÁNICA,CENTRO NACIONAL DE INVESTIGACIÓN Y DESARROLLO TECOLÓGICO,3142704,2000,DOCTORADO EN CIENCIAS,INSTITUTO MEXICANO DEL PETRÓLEO,6756972,2010,1.0,INSTITUTO MEXICANO DEL PETRÓLEO,INVESTIGADOR CIENTÍFICO,Mexicana
Marco Antonio Gonzalez Garcia,"Gonzalez Garcia,Marco Antonio",3,,,,,,"Reynosa, MX",2014 - 2017,2014,2017,,Hombre,,,,,,,,,,,,,,,,,
Marco Antonio Hidrogo Ordaz,"Hidrogo Ordaz,Marco Antonio",3,,,,,,"Gómez Palacio, MX",2017 - 2020,2017,2020,2.0,HOMBRE,LICENCIATURA EN INGENIERÍA ELECTRÓNICA,INSTITUTO TECNOLÓGICO DE LA LAGUNA ,1.0,9368132,2015.0,,,,,,,,,0.0,YANFENG,ADVANCE PROCESS ENGINEER,Mexicana
Marco Sanchez,"Sanchez,Marco",3,,,,,,"Mexico City, MX",1991 - 2024,1991,2024,,Hombre,,,,,,,,,,,,,,,,,
Marcos Ahuizotl Fragoso Iniguez,"Fragoso Iniguez,Marcos Ahuizotl",3,,,,,,"Unión y Progreso, MX",2018 - 2024,2018,2024,3.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN MECATRÓNICA,INSTITUTO POLITÉCNICO NACIONAL,1.0,8967624,2015.0,,,,,,,,,0.0,FORD MOTOR COMPANY,SIX SIGMA BLACK BELT,Mexicana
Maria del Mar Cepeda Garcia,"Cepeda Garcia,Maria del Mar",3,,,,,,"Xico, MX",2007 - 2009,2007,2009,5.0,MUJER,LICENCIATURA EN INGENIERÍA MECÁNICA Y EN SISTEMAS ENERGÉTICOS,UNIVERSIDAD LA SALLE,0.0,3728362,2002.0,,,,,,,,,0.0,,,Mexicana
Maria del Pilar Arzola Garcia,"Arzola Garcia,Maria del Pilar",3,,,,,,"Mexico City, MX",2016 - 2021,2016,2021,18.0,MUJER,LICENCIATURA EN INGENIERÍA QUÍMICA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO,1.0,2632924,1998.0,,,,,,,,,0.0,,,Mexicana
Maria Elena Vazquez,"Elena Vazquez,Maria",3,,,,,,"Guadalajara, MX",2009 - 2011,2009,2011,,Mujer,,,,,,,,,,,,,,,,,
Maria Fernanda Pulido Plauchud,"Pulido Plauchud,Maria Fernanda",3,,,,,,"Toluca, MX",2017 - 2022,2017,2022,4.0,MUJER,LICENCIATURA EN DISEÑO INDUSTRIAL,UNIVERSIDAD IBEROAMERICANA,0.0,8401186,2013.0,MAESTRÍA EN TECNOLOGÍA E INOVACIÓN,UNIVERSIDAD IBEROAMERICANA,,2017,,,,,1.0,ALSTOM,PRODUCT ENGINEERING MANAGER,Mexicana
Maria Fernandez Trevino,"Fernandez Trevino,Maria",3,,,,,,"Monterrey, MX",2013 - 2020,2013,2020,,Mujer,,,,,,,,,,,,,,,,,
Maria Gonzalez,"Gonzalez,Maria",3,,,,,,"Coyoacán, MX",2017 - 2019,2017,2019,,Mujer,,,,,,,,,,,,,,,,,
Maria Nohemi Bravo Solis,"Bravo Solis,Maria Nohemi",3,,,,,,"Tlaquepaque, MX",2017 - 2019,2017,2019,-2.0,MUJER,LICENCIATURA EN INGENIERÍA FÍSICA,UNIVERSIDAD DE GUANAJUATO,1.0,11517299,2019.0,,,,,,,,,0.0,,,Mexicana
Maria Teresa Guerra Reyes,"Teresa Guerra Reyes,Maria",3,,,,,,"El Control, MX",1993 - 2005,1993,2005,1.0,MUJER,LICENCIATURA COMO INGENIERÍA QUÍMICA Y DE SISTEMAS,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,1686129,1992.0,,,,,,,,,0.0,,,Mexicana
Maria Teresa Mata Gonzalez,"Teresa Mata Gonzalez,Maria",3,,,,,,"Copoya, MX",2013 - 2017,2013,2017,16.0,MUJER,LICENCIATURA EN BIOLOGÍA EXPERIMENTAL,UNIVERSIDAD AUTÓNOMA METROPOLITANA,1.0,2440661,1997.0,MAESTRÍA EN BIOLOGÍA EXPERIMENTAL,UNIVERSIDAD AUTÓNOMA METROPOLITANA,5007306,2007,DOCTORADO EN CIENCIAS EN BIOMEDICINA MOLECULAR,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DE,5007307,2007,1.0,Laboratorios Silanes S.A. de C.V.,Coordinador de proyectos biotecnológicos,Mexicana
Mario Alejandro Medina Huerta,"Medina Huerta,Mario Alejandro",3,,,,,,"Mexico City, MX",2019 - 2019,2019,2019,2.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECATRÓNICA,INSTITUTO POLITÉCNICO NACIONAL,1.0,10231236,2017.0,,,,,,,,,0.0,Ford Motor Company,Product Development Engineer,Mexicana
Mario Contreras Sosa,"Contreras Sosa,Mario",3,,,,,,"Naucalpan, MX",2019 - 2023,2019,2023,11.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECATRÓNICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,5585244,2008.0,,,,,,,,,0.0,,,Mexicana
Mario Garcia Lannoy,"Garcia Lannoy,Mario",3,,,,,,"Toluca, MX",2015 - 2018,2015,2018,9.0,HOMBRE,LICENCIATURA EN INGENIERÍA MECÁNICA,UNIVERSIDAD TECNOLÓGICA DE MÉXICO,0.0,4875397,2006.0,,,,,,,,,0.0,INTEVA PRODUCTS,INGENIERÍA MECÁNICA,Mexicana
Mario Sergio Sandate Aguilar,"Sandate Aguilar,Mario Sergio",3,,,,,,"Reynosa, MX",2015 - 2019,2015,2019,,Hombre,,,,,,,,,,,,,,,,,
Martin Zamorano Fragoso,"Zamorano Fragoso,Martin",3,,,,,,"Ciudad Juárez, MX",2021 - 2023,2021,2023,23.0,HOMBRE,LICENCIATURA EN INGENIERÍA INDUSTRIAL,INSTITUTO TECNOLÓGICO DE PACHUCA (I.T.R.),1.0,2780611,1998.0,,,,,,,,,0.0,,,Mexicana
Mauricio de la Garza,"la Garza,Mauricio de",3,,,,,,"Monterrey, MX",2016 - 2022,2016,2022,,Hombre,,,,,,,,,,,,,,,,,
Mauricio Enrique Ferrusca Ceja,"Ferrusca Ceja,Mauricio Enrique",3,,,,,,"Mexico City, MX",2011 - 2013,2011,2013,,Hombre,,,,,,,,,,,,,,,,,
Mauricio Javier Gutierrez Romero,"Gutierrez Romero,Mauricio Javier",3,,,,,,"San Pedro Garza García, MX",2016 - 2021,2016,2021,10.0,HOMBRE,LICENCIATURA EN INGENIERÍA CIVIL,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,4828443,2006.0,,,,,,,,,0.0,,,Mexicana
Mauricio Zambrano,"Zambrano,Mauricio",3,,,,,,"Apodaca, MX",2017 - 2023,2017,2023,,Hombre,,,,,,,,,,,,,,,,,
Michelle Carolina Herrera Gutierrez,"Herrera Gutierrez,Michelle Carolina",3,,,,,,"Mexico City, MX",2019 - 2024,2019,2024,6.0,MUJER,LICENCIATURA EN INGENIERÍA EN MECATRÓNICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,8275082,2013.0,,,,,,,,,0.0,,,Mexicana
Miguel Arias Estrada,"Arias Estrada,Miguel",3,,,,,,"San Pedro Cholula, MX",2001 - 2012,2001,2012,,Hombre,,,,,,,,,,,,,,,,,
Miguel Arroyo Ortega,"Arroyo Ortega,Miguel",3,,,,,,"Guadalupe, MX",2014 - 2022,2014,2022,,Hombre,,,,,,,,,,,,,,,,,
Miguel Bernal Marin,"Bernal Marin,Miguel",3,,,,,,"Zapopan, MX",2020 - 2022,2020,2022,0.0,HOMBRE,LICENCIATURA EN MATEMÁTICAS,UNIVERSIDAD DE GUADALAJARA,1.0,12060494,2020.0,MAESTRÍA EN CIENCIAS EN LA ESPECIALIDAD DE INGENIERÍA ELÉCTRICA,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN ,13018086,2022,DOCTORADO EN CIENCIAS EN LA ESPECIALIDAD DE INGENIERÍA ELÉCTRICA,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN ,13087840,2022,1.0,INTEL CORPORATION,OS DEVELOPMENT ENGINEER,Mexicana
Miguel Bravo Zanoguera,"Bravo Zanoguera,Miguel",3,,,,,,"Mexicali, MX",1999 - 2009,1999,2009,,Hombre,,,,,,,,,,,,,,,,,
Miguel Camargo Soto,"Camargo Soto,Miguel",3,,,,,,"Mexicali, MX",2022 - 2023,2022,2023,4.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN ELECTRÓNICA,UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA,1.0,11455707,2018.0,,,,,,,,,0.0,,,Mexicana
Miguel E Madero O'Brien,"Madero O'Brien,Miguel E",3,,,,,,"Mexico City, MX",2007 - 2012,2007,2012,,Hombre,,,,,,,,,,,,,,,,,
Miguel F Escobar,"F Escobar,Miguel",3,,,,,,"Abdenago C. García (Lagunitas), MX",2014 - 2016,2014,2016,,Hombre,,,,,,,,,,,,,,,,,
Miguel Hernandez,"Hernandez,Miguel",3,,,,,,"San Luis Potosí, MX",2014 - 2015,2014,2015,,Hombre,,,,,,,,,,,,,,,,,
Miguel Morfin Diaz,"Morfin Diaz,Miguel",3,,,,,,"Irapuato, MX",2014 - 2016,2014,2016,15.0,HOMBRE,LICENCIATURA EN INGENIERÍA INDUSTRIAL MECÁNICA,INSTITUTO TECNOLÓGICO DE CIUDAD GUZMÁN,1.0,2965334,1999.0,,,,,,,,,0.0,,,Mexicana
Mike Appleby,"Appleby,Mike",3,,,,,,"Guadalajara, MX",2017 - 2022,2017,2022,,Hombre,,,,,,,,,,,,,,,,,
Mikhail G Shlyagin,"G Shlyagin,Mikhail",3,,,,,,"Ensenada, MX",2004 - 2006,2004,2006,,,,,,,,,,,,,,,,,,,
Minerva Nieto Torres,"Nieto Torres,Minerva",3,,,,,,"Mexico City, MX",2021 - 2022,2021,2022,16.0,MUJER,LICENCIATURA EN INGENIERÍA INDUSTRIAL Y DE SISTEMAS,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,4506048,2005.0,MAESTRÍA EN ADMINISTRACIÓN,UNIVERSIDAD DEL VALLE DE MÉXICO,6174066,2009,,,,,1.0,,,Mexicana
Moises Lopez,"Lopez,Moises",3,,,,,,"Xico, MX",2004 - 2011,2004,2011,,Hombre,,,,,,,,,,,,,,,,,
Monica Mendoza,"Mendoza,Monica",3,,,,,,"Puebla, MX",2022 - 2023,2022,2023,,Mujer,,,,,,,,,,,,,,,,,
Nathali Vasquez Henao,"Vasquez Henao,Nathali",3,,,,,,"Mexico City, MX",2019 - 2019,2019,2019,3.0,MUJER,LICENCIATURA EN INGENIERO EN MECATRÓNICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,10002403,2016.0,,,,,,,,,0.0,,,Mexicana
Nicole Pamela Herrera Gutierrez,"Fernandez de Castro,Daniel Vogel",3,,,,,,"Mexico City, MX",2018 - 2019,2018,2019,3.0,MUJER,LICENCIATURA EN INGENIERO EN MECATRÓNICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,9639261,2015.0,,,,,,,,,0.0,FORD MOTOR COMPANY,INTEGRADORA DE SISTEMAS,Mexicana
Norma Araceli Garcia Munoz,"Garcia Munoz,Norma Araceli",3,,,,,,"Mexico City, MX",2014 - 2021,2014,2021,14.0,MUJER,LICENCIATURA COMO INGENIERO PETROLERO ,UNIVERSIDAD AUTÓNOMA DE MÉXICO ,1.0,3076006,2000.0,MAESTRÍA EN INGENIERÍA PETROLERA,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO ,3862992,2004,,,,,1.0,INSTITUTO MEXICANO DEL PETRÓLEO,LÍDER DE PROYECTO,Mexicana
Octavio Beltran Salinas,"Beltran Salinas,Octavio",3,,,,,,"Reynosa, MX",2009 - 2018,2009,2018,,Hombre,,,,,,,,,,,,,,,,,
