numero patente,titulo patente,fecha patente,Patents,NOMBRE_INVENTOR,Inventor,Location,years active,año de inicio,última patente
10349547,Quick release chassis cover,2019-07-09,3,"Delon Canseco,Sergio Antonio",Sergio Antonio Delon Canseco,"Guadalupe, MX",2018-2022,2018,2022
10349547,Quick release chassis cover,2019-07-09,7,"Gonzalez Inda,Carlos Paul",Carlos Paul Gonzalez Inda,"Guadalupe, MX",2018-2023,2018,2023
10349547,Quick release chassis cover,2019-07-09,8,"Lopez Moreno,Luis",Luis Lopez Moreno,"Apodaca, MX",2016-2023,2016,2023
10349547,Quick release chassis cover,2019-07-09,5,"Linares Rivas,Oswaldo Enrique",Oswaldo Enrique Linares Rivas,"Guadalupe, MX",2018-2023,2018,2023
10350968,Air vent register for a vehicle,2019-07-16,5,"Avendano Arenas,Pamela",Pamela Avendano Arenas,"Mexico City, MX",2018-2023,2018,2023
10350968,Air vent register for a vehicle,2019-07-16,3,"Marini Parissi,Jesus",Jesus Marini Parissi,"Mexico City, MX",2018-2020,2018,2020
10350968,Air vent register for a vehicle,2019-07-16,1,"Vargas Sosa,Jesus Ricardo",Jesus Ricardo Vargas Sosa,"Atizapán de Zaragoza, MX",2019-2019,2019,2019
10352558,Premixed stamped inner flames burner with eccentric injection venturi,2019-07-16,2,"Soria,Francisco Javier",Francisco Javier Soria,"Celaya, MX",2018-2019,2018,2019
10352558,Premixed stamped inner flames burner with eccentric injection venturi,2019-07-16,5,"Angulo,Jorge Richard",Jorge Richard Angulo,"Guanajuato, MX",2017-2020,2017,2020
10352558,Premixed stamped inner flames burner with eccentric injection venturi,2019-07-16,6,"Balderas,Jonathan Tovar",Jonathan Tovar Balderas,"Guanajuato, MX",2018-2022,2018,2022
10352558,Premixed stamped inner flames burner with eccentric injection venturi,2019-07-16,14,"Fajardo,Victor",Victor Fajardo,"Guanajuato, MX",2010-2022,2010,2022
10352558,Premixed stamped inner flames burner with eccentric injection venturi,2019-07-16,7,"Galindo,Victor Gerardo Caloca",Victor Gerardo Caloca Galindo,"Celaya, MX",2011-2022,2011,2022
10354565,"Outdoor advertising structure with a tilting, lowerable screen",2019-07-16,1,"Salazar Rodriguez,Oscar Javier",Oscar Javier Salazar Rodriguez,"El Control, MX",2019-2019,2019,2019
10355360,"Systems, devices and methods for flexible meander line patch antenna",2019-07-16,2,"Saldivar Morales,Juan Alberto",Juan Alberto Saldivar Morales,"Rosarito, MX",2019-2020,2019,2020
10355376,Crimp connection for mesh shielding material used in steering wheel with capacitive sensing,2019-07-16,2,"de la Garza Fernandez,Gerardo Edel",Gerardo Edel de la Garza Fernandez,"?????? 45 ??? 6, MX",2018-2019,2018,2019
10355376,Crimp connection for mesh shielding material used in steering wheel with capacitive sensing,2019-07-16,2,"Gonzalez Reyes,Carlos Alberto",Carlos Alberto Gonzalez Reyes,"Sahuaripa, MX",2018-2019,2018,2019
10355414,Connector with a connector position assurance device,2019-07-16,1,"Alvarado,Eduardo Diaz",Eduardo Diaz Alvarado,"Coahuila, MX",2019-2019,2019,2019
10357006,Chia variety designated rehnborg,2019-07-23,1,"Gordillo Sobrino,Gerardo Victor",Gerardo Victor Gordillo Sobrino,"Comala, MX",2019-2019,2019,2019
10357006,Chia variety designated rehnborg,2019-07-23,1,"Sosa Baldivia,Anacleto",Anacleto Sosa Baldivia,"Zapotiltic, MX",2019-2019,2019,2019
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,18,"Jones,Darin E",Darin E Jones,"Little Rock, US",2002-2021,2002,2021
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,2,"Kharade,Sujay",Sujay Kharade,"Little Rock, US",2018-2019,2018,2019
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,18,"Compadre,Cesar M",Cesar M Compadre,"Little Rock, US",1989-2021,1989,2021
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,3,"Thakkar,Shraddha",Shraddha Thakkar,"Little Rock, US",2018-2022,2018,2022
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,3,"Enriquez,Raul G",Raul G Enriquez,"Coyoacán, MX",1993-2019,1993,2019
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,11,"Breen,Philip",Philip Breen,"Little Rock, US",1994-2021,1994,2021
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,4,"Aykin Burns,Nukhet",Nukhet Aykin Burns,"Little Rock, US",2017-2021,2017,2021
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,3,"Malagon,Omar",Omar Malagon,"Loja, EC",2018-2021,2018,2021
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,2,"Pineda,E Nathalie",E Nathalie Pineda,"Little Rock, US",2018-2019,2018,2019
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,5,"Hauer Jensen,Martin",Martin Hauer Jensen,"Little Rock, US",2003-2021,2003,2021
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,2,"Ojeda,Edgar",Edgar Ojeda,"Loja, EC",2018-2019,2018,2019
10357474,Preparation and use of a composition for prevention and mitigation of the effects of radiation,2019-07-23,2,"Ordonez,Yadira",Yadira Ordonez,"Loja, EC",2018-2019,2018,2019
10357579,Device port cleaner,2019-07-23,4,"Aguilera,Cesar",Cesar Aguilera,"Chihuahua, MX",2018-2020,2018,2020
10357579,Device port cleaner,2019-07-23,5,"Chiu,Aaron",Aaron Chiu,"El Paso, US",2018-2020,2018,2020
10357579,Device port cleaner,2019-07-23,5,"Macias,Enrique Delgado",Enrique Delgado Macias,"Sahuayo de Morelos, MX",2018-2020,2018,2020
10358147,Personalized elevated urban transport,2019-07-23,4,"Zamorano Morfin,Luis Rodolfo",Luis Rodolfo Zamorano Morfin,"Suchiapa, MX",1998-2019,1998,2019
10358318,Predictive analytics to determine elevator path and staging,2019-07-23,53,"Barajas Gonzalez,Emmanuel",Emmanuel Barajas Gonzalez,"Guadalajara, MX",2016-2023,2016,2023
10358318,Predictive analytics to determine elevator path and staging,2019-07-23,55,"Harrington,Shaun E",Shaun E Harrington,"Sahuarita, US",2016-2023,2016,2023
10358318,Predictive analytics to determine elevator path and staging,2019-07-23,59,"McGregor,Harry R",Harry R McGregor,"Tucson, US",2016-2023,2016,2023
10358318,Predictive analytics to determine elevator path and staging,2019-07-23,58,"Moore,Christopher B",Christopher B Moore,"Vail, US",2008-2023,2008,2023
10358382,"Production method for sheets of glass with a diffuse finish, and resulting sheet of glass",2019-07-23,2,"Soto Puente,Gerardo",Gerardo Soto Puente,"El Control, MX",2019-2022,2019,2022
10358382,"Production method for sheets of glass with a diffuse finish, and resulting sheet of glass",2019-07-23,5,"Sanchez Gonzalez,Jorge",Jorge Sanchez Gonzalez,"El Control, MX",2008-2022,2008,2022
10358382,"Production method for sheets of glass with a diffuse finish, and resulting sheet of glass",2019-07-23,3,"Lamshing Tai,Arturo Si Ming",Arturo Si Ming Lamshing Tai,"El Control, MX",2019-2022,2019,2022
10358382,"Production method for sheets of glass with a diffuse finish, and resulting sheet of glass",2019-07-23,3,"Tavares Cortes,Jose Luis",Jose Luis Tavares Cortes,"El Control, MX",2019-2022,2019,2022
10359108,Gear housing including snap-fit connection between housing cover and housing container sidewall,2019-07-23,6,"Martin,Alex",Alex Martin,"Karlsruhe, DE",2019-2022,2019,2022
10359108,Gear housing including snap-fit connection between housing cover and housing container sidewall,2019-07-23,3,"Ramirez Ortiz,Luis Angel",Luis Angel Ramirez Ortiz,"Toluca, MX",2019-2020,2019,2020
10359108,Gear housing including snap-fit connection between housing cover and housing container sidewall,2019-07-23,2,"Molina Cardozo,Pablo Daniel",Pablo Daniel Molina Cardozo,"Toluca, MX",2019-2020,2019,2020
10360495,Augmented reality and blockchain technology for decision augmentation systems and methods using contextual filtering and personalized program generation,2019-07-23,2,"Chapela,Victor",Victor Chapela,"Palo Alto, US",2019-2020,2019,2020
10360495,Augmented reality and blockchain technology for decision augmentation systems and methods using contextual filtering and personalized program generation,2019-07-23,2,"Corral Corral,Ricardo",Ricardo Corral Corral,"Mexico City, MX",2019-2020,2019,2020
10361030,Start capacitor assemblies and methods for operating electric motors,2019-07-23,3,"Curiel,Francisco Javier",Francisco Javier Curiel,"Juarez, MX",2011-2019,2011,2019
10361052,Silver nano particle joint used to form composite contact for use in a circuit breaker,2019-07-23,3,"Rodriguez Salinas,Juan Jose",Juan Jose Rodriguez Salinas,"Monterrey, MX",2019-2020,2019,2020
10361052,Silver nano particle joint used to form composite contact for use in a circuit breaker,2019-07-23,1,"Cardenas,Eduardo",Eduardo Cardenas,"San Nicolás de los Garza, MX",2019-2019,2019,2019
10361052,Silver nano particle joint used to form composite contact for use in a circuit breaker,2019-07-23,1,"Rodriguez Camarillo,Perla",Perla Rodriguez Camarillo,"Guadalupe, MX",2019-2019,2019,2019
10362553,Determining location of wireless-enabled device,2019-07-23,22,"Kafai,Mehran",Mehran Kafai,"Palo Alto, US",2016-2024,2016,2024
10362553,Determining location of wireless-enabled device,2019-07-23,4,"Aguilar Macedo,Omar",Omar Aguilar Macedo,"Tlaquepaque, MX",2019-2023,2019,2023
10362553,Determining location of wireless-enabled device,2019-07-23,5,"An,Le",Le An,"Palo Alto, US",2018-2023,2018,2023
10362788,"Helicoverpa armigera single nucleopolyhedrovirus (HearSNPV) genotypes, method of producing same and use as a biological control agent",2019-07-30,2,"CABALLERO MURILLO,Primitivo",Primitivo CABALLERO MURILLO,"Mutilva / Mutiloa, ES",2019-2019,2019,2019
10362788,"Helicoverpa armigera single nucleopolyhedrovirus (HearSNPV) genotypes, method of producing same and use as a biological control agent",2019-07-30,1,"Arrizubieta,Maite",Maite Arrizubieta,"Mutilva / Mutiloa, ES",2019-2019,2019,2019
10362788,"Helicoverpa armigera single nucleopolyhedrovirus (HearSNPV) genotypes, method of producing same and use as a biological control agent",2019-07-30,1,"Simon,Oihane",Oihane Simon,"Mutilva / Mutiloa, ES",2019-2019,2019,2019
10362788,"Helicoverpa armigera single nucleopolyhedrovirus (HearSNPV) genotypes, method of producing same and use as a biological control agent",2019-07-30,3,"Williams,Trevor",Trevor Williams,"Xico, MX",1991-2019,1991,2019
10363841,Vehicle seat adjustment assembly,2019-07-30,12,"Paisano Rodriguez,Fernando",Fernando Paisano Rodriguez,"Puebla, MX",2017-2022,2017,2022
10363841,Vehicle seat adjustment assembly,2019-07-30,14,"Santillan Gutierrez,Diego",Diego Santillan Gutierrez,"Ixmiquilpan, MX",2017-2021,2017,2021
10363841,Vehicle seat adjustment assembly,2019-07-30,3,"Rosas Vazquez,Alejandro",Alejandro Rosas Vazquez,"Mexico City, MX",2019-2024,2019,2024
10363880,Vehicle seat assembly having deployable hanger,2019-07-30,9,"Miranda Nieto,Jorge Adolfo",Jorge Adolfo Miranda Nieto,"León, MX",2012-2022,2012,2022
10363880,Vehicle seat assembly having deployable hanger,2019-07-30,2,"Diaz Morales,Adrian",Adrian Diaz Morales,"Mexico City, MX",2018-2019,2018,2019
10363891,"Assembly, a clip assembly for retaining a conduit and a vehicle",2019-07-30,1,"Mejia Arriaga,Joel",Joel Mejia Arriaga,"San Miguel Zinacantepec, MX",2019-2019,2019,2019
10363891,"Assembly, a clip assembly for retaining a conduit and a vehicle",2019-07-30,2,"Vazquez Flores,Fausto Eleazar",Fausto Eleazar Vazquez Flores,"Cypress, US",2018-2019,2018,2019
10363891,"Assembly, a clip assembly for retaining a conduit and a vehicle",2019-07-30,2,"Perez Ruiz,Alejandro",Alejandro Perez Ruiz,"Warren, US",2019-2021,2019,2021
10363891,"Assembly, a clip assembly for retaining a conduit and a vehicle",2019-07-30,1,"Rodriguez Lopez,Marcos",Marcos Rodriguez Lopez,"Toluca, MX",2019-2019,2019,2019
10363891,"Assembly, a clip assembly for retaining a conduit and a vehicle",2019-07-30,59,"Morris,Steven E",Steven E Morris,"Fair Haven, US",2006-2021,2006,2021
10363891,"Assembly, a clip assembly for retaining a conduit and a vehicle",2019-07-30,2,"Zaldivar Ortiz,Laura Nathaly",Laura Nathaly Zaldivar Ortiz,"Mainz, DE",2018-2019,2018,2019
10363971,Adaptable retainer,2019-07-30,5,"Ortega Garcia,Edgar Javier",Edgar Javier Ortega Garcia,"Tlalnepantla, MX",2018-2022,2018,2022
10363971,Adaptable retainer,2019-07-30,1,"Perez Hernandez,Jesus Man",Jesus Man Perez Hernandez,"Cuauhtémoc, MX",2019-2019,2019,2019
10364386,"Microemulsion to improve the flow of heavy hydrocarbons, its preparation and use",2019-07-30,2,"Ramirez Lopez,Jesus Ricardo",Jesus Ricardo Ramirez Lopez,"Mexico City, MX",2016-2019,2016,2019
10364386,"Microemulsion to improve the flow of heavy hydrocarbons, its preparation and use",2019-07-30,2,"Ortega Garcia,Felipe de Jesus",Felipe de Jesus Ortega Garcia,"Mexico City, MX",2016-2019,2016,2019
10364386,"Microemulsion to improve the flow of heavy hydrocarbons, its preparation and use",2019-07-30,10,"Dominguez Esquivel,Jose Manuel",Jose Manuel Dominguez Esquivel,"Mexico City, MX",2006-2024,2006,2024
10364386,"Microemulsion to improve the flow of heavy hydrocarbons, its preparation and use",2019-07-30,5,"Schacht Hernandez,Persi",Persi Schacht Hernandez,"Mexico City, MX",2016-2024,2016,2024
10364386,"Microemulsion to improve the flow of heavy hydrocarbons, its preparation and use",2019-07-30,2,"Mar Juarez,Elizabeth",Elizabeth Mar Juarez,"Mexico City, MX",2016-2019,2016,2019
10366460,Optimized route sharing,2019-07-30,356,"Bhogal,Kulvir S",Kulvir S Bhogal,"Fort Worth, US",2003-2023,2003,2023
10366460,Optimized route sharing,2019-07-30,1066,"Hamilton, II,Rick A","Rick A Hamilton, II","Charlottesville, US",1999-2024,1999,2024
10366460,Optimized route sharing,2019-07-30,15,"Martinez Hernandez Magro,Agueda",Agueda Martinez Hernandez Magro,"Zapopan, MX",2015-2022,2015,2022
10366460,Optimized route sharing,2019-07-30,608,"Boss,Gregory J",Gregory J Boss,"Saginaw, US",2008-2024,2008,2024
10368288,Systems and methods for connecting devices through intermediate nodes,2019-07-30,4,"Heredia Saucedo,Daniel Felipe",Daniel Felipe Heredia Saucedo,"Monterrey, MX",2019-2021,2019,2021
10368288,Systems and methods for connecting devices through intermediate nodes,2019-07-30,4,"Betancourt Sanchez,Roberto",Roberto Betancourt Sanchez,"Copoya, MX",2019-2021,2019,2021
10368288,Systems and methods for connecting devices through intermediate nodes,2019-07-30,4,"Rios Almanza,Jorge Luis",Jorge Luis Rios Almanza,"El Control, MX",2019-2021,2019,2021
10368288,Systems and methods for connecting devices through intermediate nodes,2019-07-30,4,"Garcia Escobedo,Diego Ivan",Diego Ivan Garcia Escobedo,"Cuauhtémoc, MX",2019-2021,2019,2021
10368550,Roller system for laminated products,2019-08-06,43,"Caridis,Andrew A",Andrew A Caridis,"Redwood City, US",1976-2024,1976,2024
10368550,Roller system for laminated products,2019-08-06,1,"Zarate Andrade,Leopoldo",Leopoldo Zarate Andrade,"Coyula, MX",2019-2019,2019,2019
10368550,Roller system for laminated products,2019-08-06,4,"Gomez Angulo,Miguel Angel",Miguel Angel Gomez Angulo,"Zapopan, MX",2019-2024,2019,2024
10368550,Roller system for laminated products,2019-08-06,4,"Gonzalez Granados,Sergio",Sergio Gonzalez Granados,"Tlaquepaque, MX",2019-2024,2019,2024
10368550,Roller system for laminated products,2019-08-06,3,"Lorenzana Saucedo,Mario",Mario Lorenzana Saucedo,"Tlaquepaque, MX",2019-2024,2019,2024
10368562,Glazed baked snack food products and glaze for same,2019-08-06,3,"Velez Argumedo,Catalina Maria",Catalina Maria Velez Argumedo,"Apodaca, MX",2019-2020,2019,2020
10368562,Glazed baked snack food products and glaze for same,2019-08-06,2,"De la Pena Lavalle,Beatriz Elena",Beatriz Elena De la Pena Lavalle,"Apodaca, MX",2019-2020,2019,2020
10368562,Glazed baked snack food products and glaze for same,2019-08-06,2,"Fernandez Gomez,Sofia Leticia",Sofia Leticia Fernandez Gomez,"Apodaca, MX",2019-2020,2019,2020
10369211,Influenza H5 vaccines,2019-08-06,1,"Realpe Quintero,Mauricio",Mauricio Realpe Quintero,"Jalisco, MX",2019-2019,2019,2019
10369211,Influenza H5 vaccines,2019-08-06,41,"VAUGHN,Eric Martin",Eric Martin VAUGHN,"Ames, US",1995-2024,1995,2024
10369211,Influenza H5 vaccines,2019-08-06,4,"Gonzalez Hernandez,Paulino Carlos",Paulino Carlos Gonzalez Hernandez,"Hamburg, DE",2012-2019,2012,2019
10369873,Protective cover system and related method,2019-08-06,10,"Romero Regalado,Adrian",Adrian Romero Regalado,"Cuautitlán Izcalli, MX",2018-2022,2018,2022
10369873,Protective cover system and related method,2019-08-06,7,"Vega Velazquez,Sergio Alberto",Sergio Alberto Vega Velazquez,"Nicolas Romero, MX",2017-2021,2017,2021
10369873,Protective cover system and related method,2019-08-06,3,"Jara Zambrano,Jorge",Jorge Jara Zambrano,"Atizapán de Zaragoza, MX",2018-2021,2018,2021
