Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Jorge Sanchez Gonzalez,"Sanchez Gonzalez,Jorge",5,1.0,"Vidrio Plano de México, S.A. de C.V.",10,0,1,"Monterrey, MX",2008 - 2022,2008,2022,32.0,Hombre,LICENCIATURA EN INGENIERÍA CIVIL,INSTITUTO POLITÉCNICO NACIONAL,1.0,396189,1976.0,,,,,,,,,0.0,,,Mexicana
Esteban Sandoval Camacho,"Sandoval Camacho,Esteban",5,0.0,SIEMENS AKTIENGESELLSCHAFT,2,0,2,"Monterrey, MX",2016 - 2016,2016,2016,8.0,HOMBRE,LICENCIATURA EN INGENIERO EN MECATRÓNICA,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,0.0,5585992,2008.0,,,,,,,,,0.0,,,Mexicana
Aaron Chiu,"Chiu,Aaron",5,,,,,,"El Paso, US",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Aaron N Johnson,"Johnson,Aaron N",5,,,,,,"Westland, US",2021-2024,2021,2024,,,,,,,,,,,,,,,,,,,
Abraham Fouad Jalbout,"Jalbout,Abraham Fouad",5,,,,,,"Tucson, US",2021-2022,2021,2022,,,,,,,,,,,,,,,,,,,
Adam J Norman,"Norman,Adam J",5,,,,,,"Forest Grove, US",2004-2019,2004,2019,,,,,,,,,,,,,,,,,,,
Adriana Fernanda Cruz Serna,"Cruz Serna,Adriana Fernanda",5,,,,,,"Bogota, CO",2013-2022,2013,2022,,,,,,,,,,,,,,,,,,,
Aimee Greening,"Greening,Aimee",5,,,,,,"Duncan, US",2004-2018,2004,2018,,,,,,,,,,,,,,,,,,,
Alan Gideon Werker,"Werker,Alan Gideon",5,,,,,,"Lomma, SE",2012-2017,2012,2017,,,,,,,,,,,,,,,,,,,
Alan H Green,"Green,Alan H",5,,,,,,"Germantown, US",1996-2005,1996,2005,,,,,,,,,,,,,,,,,,,
Alan Previn Alexis,"Alexis,Alan Previn",5,,,,,,"Santa Clara, US",2006-2017,2006,2017,,,,,,,,,,,,,,,,,,,
Aldo Alvidrez,"Alvidrez,Aldo",5,,,,,,"El Paso, US",2016-2020,2016,2020,,,,,,,,,,,,,,,,,,,
Alejandro Gonzalez,"Gonzalez,Alejandro",5,,,,,,"Suchiapa, MX",1988-2013,1988,2013,,,,,,,,,,,,,,,,,,,
Ales Gavenda,"Gavenda,Ales",5,,,,,,"Ostrava, CZ",2010-2019,2010,2019,,,,,,,,,,,,,,,,,,,
Alexander Tsang,"Tsang,Alexander",5,,,,,,"Ann Arbor, US",2022-2023,2022,2023,,,,,,,,,,,,,,,,,,,
Alfonso Barrios,"Barrios,Alfonso",5,,,,,,"Juarez, MX",2015-2023,2015,2023,,,,,,,,,,,,,,,,,,,
Amit Aneja,"Aneja,Amit",5,,,,,,"Chandler, US",2019-2022,2019,2022,,,,,,,,,,,,,,,,,,,
Amit Patel,"Patel,Amit",5,,,,,,"San Antonio, US",2017-2024,2017,2024,,,,,,,,,,,,,,,,,,,
Amy M Boardman,"Boardman,Amy M",5,,,,,,"Garden City, US",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Andre Payant,"Payant,Andre",5,,,,,,"Madison Heights, US",2005-2019,2005,2019,,,,,,,,,,,,,,,,,,,
Andrea Johnson,"Johnson,Andrea",5,,,,,,"Beaverton, US",2018-2023,2018,2023,,,,,,,,,,,,,,,,,,,
Andreas Posch,"Posch,Andreas",5,,,,,,"Bühl, DE",2001-2024,2001,2024,,,,,,,,,,,,,,,,,,,
Andrew Yermak,"Yermak,Andrew",5,,,,,,"Farmington Hills, US",2022-2023,2022,2023,,,,,,,,,,,,,,,,,,,
Angel R Munoz,"Munoz,Angel R",5,,,,,,"Rochester Hills, US",2021-2022,2021,2022,,,,,,,,,,,,,,,,,,,
Angel Salvador Flores,"Flores,Angel Salvador",5,,,,,,"Puebla, MX",2022-2023,2022,2023,,,,,,,,,,,,,,,,,,,
Angels Domenech,"Domenech,Angels",5,,,,,,"São Paulo, BR",2014-2020,2014,2020,,,,,,,,,,,,,,,,,,,
Anthony B Grant,"Grant,Anthony B",5,,,,,,"West Haven, US",2003-2009,2003,2009,,,,,,,,,,,,,,,,,,,
Aoife Celoria,"Celoria,Aoife",5,,,,,,"Quinlan, US",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
Ara Briley,"Briley,Ara",5,,,,,,"Tempe, US",2012-2023,2012,2023,,,,,,,,,,,,,,,,,,,
Arturo Villalobos Lopez,"Lopez,Arturo Villalobos",5,,,,,,"Mexico City, MX",2006-2017,2006,2017,,,,,,,,,,,,,,,,,,,
Asli Arslan Esme,"Arslan Esme,Asli",5,,,,,,"?stanbul, TR",2019-2024,2019,2024,,,,,,,,,,,,,,,,,,,
Barnie A Wallace Jr,"Wallace, Jr,Barnie A",5,,,,,,"Chula Vista, US",1984-2000,1984,2000,,,,,,,,,,,,,,,,,,,
Basheer N Bristow,"Bristow,Basheer N",5,,,,,,"Vail, US",2012-2014,2012,2014,,,,,,,,,,,,,,,,,,,
Benito Alvarez,"Alvarez,Benito",5,,,,,,"Puebla, MX",2012-2016,2012,2016,,,,,,,,,,,,,,,,,,,
Bernard Louis Lallement,"Lallement,Bernard Louis",5,,,,,,"Eaubonne, FR",1977-2017,1977,2017,,,,,,,,,,,,,,,,,,,
Bertrand H Portier,"Portier,Bertrand H",5,,,,,,"Austin, US",2012-2018,2012,2018,,,,,,,,,,,,,,,,,,,
Beth L Laube,"Laube,Beth L",5,,,,,,"Baltimore, US",1988-2014,1988,2014,,,,,,,,,,,,,,,,,,,
Bhomik Pande,"Pande,Bhomik",5,,,,,,"Bengaluru, IN",2019-2022,2019,2022,,,,,,,,,,,,,,,,,,,
Bob L Wielenga,"Wielenga,Bob L",5,,,,,,"Laguna Hills, US",2008-2023,2008,2023,,,,,,,,,,,,,,,,,,,
Brandon J Beckham,"Beckham,Brandon J",5,,,,,,"San Fernando, US",2015-2021,2015,2021,,,,,,,,,,,,,,,,,,,
Brenda Torres,"Torres,Brenda",5,,,,,,"El Paso, US",2007-2019,2007,2019,,,,,,,,,,,,,,,,,,,
Brenna Liu,"Liu,Brenna",5,,,,,,"Nanjing, CN",2016-2020,2016,2020,,,,,,,,,,,,,,,,,,,
Brian Haupt,"Haupt,Brian",5,,,,,,"Farmington Hills, US",2004-2022,2004,2022,,,,,,,,,,,,,,,,,,,
Carla Cristina Gonzalez Salitrero,"Salitrero,Carla Cristina Gonzalez",5,,,,,,"Chihuahua, MX",2013-2015,2013,2015,,,,,,,,,,,,,,,,,,,
Carlos Arroyo,"Arroyo,Carlos",5,,,,,,"Chihuahua, MX",1992 - 2024,1992,2024,,Hombre,,,,,,,,,,,,,,,,,Mexicana
Carlos DeAnda,"DeAnda,Carlos",5,,,,,,"Houston, US",2014-2020,2014,2020,,,,,,,,,,,,,,,,,,,
Carlos Eduardo Martinez,"Martinez,Carlos Eduardo",5,,,,,,"Heroica Caborca, MX",2007-2021,2007,2021,,,,,,,,,,,,,,,,,,,
Carlos Gottfried,"Gottfried,Carlos",5,,,,,,"Xico, MX",1984-2017,1984,2017,,,,,,,,,,,,,,,,,,,
Carlos Lopez Perez,"Lopez Perez,Carlos",5,,,,,,"Tuxpan, MX",1988-2021,1988,2021,,,,,,,,,,,,,,,,,,,
Carlos Manuel Urzua Hernandez,"Urzua Hernandez,Carlos Manuel",5,,,,,,"Monterrey, MX",2014-2015,2014,2015,,,,,,,,,,,,,,,,,,,
Carlos Ornelas,"Ornelas,Carlos",5,,,,,,"Guadalajara, MX",2016-2021,2016,2021,,,,,,,,,,,,,,,,,,,
Carlos Vonderwalde Freidberg,"Freidberg,Carlos Vonderwalde",5,,,,,,"Mexico City, MX",2001-2006,2001,2006,,,,,,,,,,,,,,,,,,,
Carmen Frida Vargas Garcia,"Vargas Garcia,Carmen Frida",5,,,,,,"Cuautitlán Izcalli, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Carsten Hansen,"Hansen,Carsten",5,,,,,,"Peine, DE",2001-2023,2001,2023,,,,,,,,,,,,,,,,,,,
Carsten Zuehl,"Zuehl,Carsten",5,,,,,,"Saltillo, MX",2006-2013,2006,2013,,,,,,,,,,,,,,,,,,,
Cesar Espinoza,"Espinoza,Cesar",5,,,,,,"Mexico City, MX",1984-2020,1984,2020,,,,,,,,,,,,,,,,,,,
Cesar Hernandez,"Hernandez,Cesar",5,,,,,,"Chihuahua, MX",2002-2015,2002,2015,,,,,,,,,,,,,,,,,,,
Charles Jenkins,"Jenkins,Charles",5,,,,,,"Quairading, AU",2000-2008,2000,2008,,,,,,,,,,,,,,,,,,,
Charles Wood,"Wood,Charles",5,,,,,,"Delano, US",1998-2022,1998,2022,,,,,,,,,,,,,,,,,,,
Chinmayi Krishnappa,"Krishnappa,Chinmayi",5,,,,,,"San Mateo, US",2018-2024,2018,2024,,,,,,,,,,,,,,,,,,,
Chris Alan Valentine,"Valentine,Chris Alan",5,,,,,,"Portland, US",2013-2015,2013,2015,,,,,,,,,,,,,,,,,,,
Chris Chau,"Chau,Chris",5,,,,,,"Odessa, US",2011-2023,2011,2023,,,,,,,,,,,,,,,,,,,
Chris Galea,"Galea,Chris",5,,,,,,"Monroe, US",2002-2022,2002,2022,,,,,,,,,,,,,,,,,,,
Christel MAILINGER,"MAILINGER,Christel",5,,,,,,"Elz, DE",2020-2024,2020,2024,,,,,,,,,,,,,,,,,,,
Christian Rodriguez,"Rodriguez,Christian",5,,,,,,"Guadalajara, MX",2010-2016,2010,2016,,,,,,,,,,,,,,,,,,,
Christian Sanz,"Sanz,Christian",5,,,,,,"San Francisco, US",2016-2020,2016,2020,,,,,,,,,,,,,,,,,,,
Christopher A Lee,"Lee,Christopher A",5,,,,,,"San Diego, US",2012-2016,2012,2016,,,,,,,,,,,,,,,,,,,
Dan M Weeks,"Weeks,Dan M",5,,,,,,"Poway, US",1984-2007,1984,2007,,,,,,,,,,,,,,,,,,,
Daniel Chapa,"Chapa,Daniel",5,,,,,,"Monterrey, MX",2019-2021,2019,2021,,,,,,,,,,,,,,,,,,,
Daniel Crespo,"Crespo,Daniel",5,,,,,,"Puebla, MX",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
Daniel Herrera,"Herrera,Daniel",5,,,,,,"Juarez, MX",2005-2016,2005,2016,,,,,,,,,,,,,,,,,,,
Daniel Joseph,"Joseph,Daniel",5,,,,,,"Coacalco, MX",2004 - 2023,2004,2023,,Hombre,,,,,,,,,,,,,,,,,Mexicana
Daniel Joseph Hernandez,"Hernandez,Daniel Joseph",5,,,,,,"Coacalco, MX",2004-2023,2004,2023,,,,,,,,,,,,,,,,,,,
Daniel L Becerra,"Becerra,Daniel L",5,,,,,,"Zapopan, MX",2014-2024,2014,2024,,,,,,,,,,,,,,,,,,,
Daniel McClellan,"McClellan,Daniel",5,,,,,,"Grand Island, US",2003-2006,2003,2006,,,,,,,,,,,,,,,,,,,
Darrell L Taylor,"Taylor,Darrell L",5,,,,,,"Dallas, US",1985-2012,1985,2012,,,,,,,,,,,,,,,,,,,
Darrin Caddes,"Caddes,Darrin",5,,,,,,"Soquel, US",2008-2023,2008,2023,,,,,,,,,,,,,,,,,,,
David Castro Duran,"Castro Duran,David",5,,,,,,"Puruándiro, MX",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
David Claas,"Claas,David",5,,,,,,"San Diego, US",2012-2013,2012,2013,,,,,,,,,,,,,,,,,,,
David Francis Courtney,"Courtney,David Francis",5,,,,,,"Roma, US",2006-2023,2006,2023,,,,,,,,,,,,,,,,,,,
David Kimondo Waruiru,"Waruiru,David Kimondo",5,,,,,,"Fort Worth, US",2018-2019,2018,2019,,,,,,,,,,,,,,,,,,,
David Lacey Doel,"Doel,David Lacey",5,,,,,,"Maineville, US",2001-2019,2001,2019,,,,,,,,,,,,,,,,,,,
David Louis Lipson,"Lipson,David Louis",5,,,,,,"Chula Vista, US",2015-2023,2015,2023,,,,,,,,,,,,,,,,,,,
David Michael Pariseau,"Pariseau,David Michael",5,,,,,,"Royal Oak, US",2007-2018,2007,2018,,,,,,,,,,,,,,,,,,,
David Minke,"Minke,David",5,,,,,,"Tucson, US",2008-2012,2008,2012,,,,,,,,,,,,,,,,,,,
David Morales,"Morales,David",5,,,,,,"Chihuahua, MX",2020-2024,2020,2024,,,,,,,,,,,,,,,,,,,
David Paul Marshman,"Marshman,David Paul",5,,,,,,"Walnut, US",2010-2020,2010,2020,,,,,,,,,,,,,,,,,,,
David Santos,"Santos,David",5,,,,,,"Edison, US",1998-2021,1998,2021,,,,,,,,,,,,,,,,,,,
David Verburg,"Verburg,David",5,,,,,,"Mantorville, US",2001-2023,2001,2023,,,,,,,,,,,,,,,,,,,
David Villarreal,"Villarreal,David",5,,,,,,"San Pedro Garza García, MX",2015-2023,2015,2023,,,,,,,,,,,,,,,,,,,
Demetrios Tziouvaras,"Tziouvaras,Demetrios",5,,,,,,"Vacaville, US",2001-2015,2001,2015,,,,,,,,,,,,,,,,,,,
Dennis Babcock,"Babcock,Dennis",5,,,,,,"Maple Grove, US",2003-2022,2003,2022,,,,,,,,,,,,,,,,,,,
Derek W Cornelius,"Cornelius,Derek W",5,,,,,,"Cape Girardeau, US",2006-2022,2006,2022,,,,,,,,,,,,,,,,,,,
Dermot OShea,"O'Shea,Dermot",5,,,,,,"Enniscorthy, IE",2013-2017,2013,2017,,,,,,,,,,,,,,,,,,,
Detlev Fritsch,"Fritsch,Detlev",5,,,,,,"Reinbek, DE",1997-2012,1997,2012,,,,,,,,,,,,,,,,,,,
Diego Javier Guzman Lucero,"Guzman Lucero,Diego Javier",5,,,,,,"Mexico City, MX",2013-2017,2013,2017,,,,,,,,,,,,,,,,,,,
Dileep J Kurian,"Kurian,Dileep J",5,,,,,,"Bengaluru, IN",2019-2022,2019,2022,,,,,,,,,,,,,,,,,,,
Donald J Porfano,"Porfano,Donald J",5,,,,,,"Hackensack, US",2000-2004,2000,2004,,,,,,,,,,,,,,,,,,,
Edgar Borrayo,"Borrayo,Edgar",5,,,,,,"Zapopan, MX",2016-2019,2016,2019,,,,,,,,,,,,,,,,,,,
Edgar Javier Ortega Garcia,"Ortega Garcia,Edgar Javier",5,,,,,,"Tlalnepantla, MX",2018-2022,2018,2022,,,,,,,,,,,,,,,,,,,
Eduardo Alva Sanchez,"Sanchez,Eduardo Alva",5,,,,,,"Mexico City, MX",2006-2017,2006,2017,,,,,,,,,,,,,,,,,,,
Edward Pchola,"Pchola,Edward",5,,,,,,"Mount Prospect, US",2012-2020,2012,2020,,,,,,,,,,,,,,,,,,,
Elena Pershikova,"Pershikova,Elena",5,,,,,,"Moscow, RU",2013-2016,2013,2016,,,,,,,,,,,,,,,,,,,
Emilio Sacristan,"Sacristan,Emilio",5,,,,,,"San Miguel Ajusco, MX",1992-2020,1992,2020,,,,,,,,,,,,,,,,,,,
Emilio Sacristan Rock,"Rock,Emilio Sacristan",5,,,,,,"San Miguel Ajusco, MX",2005-2013,2005,2013,,,,,,,,,,,,,,,,,,,
Enrique Cevada Maya,"Cevada Maya,Enrique",5,,,,,,"Mexico City, MX",2019-2024,2019,2024,,,,,,,,,,,,,,,,,,,
Enrique Delgado Macias,"Macias,Enrique Delgado",5,,,,,,"Sahuayo de Morelos, MX",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Eric Bryan Arellano Aguilar,"Arellano Aguilar,Eric Bryan",5,,,,,,"Naucalpan, MX",2020-2023,2020,2023,,,,,,,,,,,,,,,,,,,
Eric Motazedi,"Motazedi,Eric",5,,,,,,"Centennial, US",2019-2024,2019,2024,,,,,,,,,,,,,,,,,,,
Ernesto Arias Del Campo,"Arias Del Campo,Ernesto",5,,,,,,"Yécora, MX",2013-2015,2013,2015,,,,,,,,,,,,,,,,,,,
Esther J Pullen,"Pullen,Esther J",5,,,,,,"Valrico, US",2010-2013,2010,2013,,,,,,,,,,,,,,,,,,,
Evan A Chenelly,"Chenelly,Evan A",5,,,,,,"Portland, US",2020-2023,2020,2023,,,,,,,,,,,,,,,,,,,
Falk Petzold,"Petzold,Falk",5,,,,,,"Scheinfeld, DE",2017-2020,2017,2020,,,,,,,,,,,,,,,,,,,
Felipe Garcia,"Garcia,Felipe",5,,,,,,"San Diego, US",1979-2016,1979,2016,,,,,,,,,,,,,,,,,,,
Felipe Gonzalez,"Gonzalez,Felipe",5,,,,,,"Villa Luvianos, MX",1994-2008,1994,2008,,,,,,,,,,,,,,,,,,,
Felipe Rodriguez,"Rodriguez,Felipe",5,,,,,,"Monterrey, MX",1994-2014,1994,2014,,,,,,,,,,,,,,,,,,,
Francisco Javier Quintero Perez,"Quintero Perez,Francisco Javier",5,,,,,,"Uruapan, MX",2017-2023,2017,2023,,,,,,,,,,,,,,,,,,,
Francisco Romo,"Romo,Francisco",5,,,,,,"Chihuahua, MX",2008-2023,2008,2023,,,,,,,,,,,,,,,,,,,
Frank M Welz,"Welz,Frank M",5,,,,,,"Beaver Dam, US",2020-2022,2020,2022,,,,,,,,,,,,,,,,,,,
Frank W Klitzing,"Klitzing,Frank W",5,,,,,,"Evansville, US",2009-2017,2009,2017,,,,,,,,,,,,,,,,,,,
Gary M Rosen,"Rosen,Gary M",5,,,,,,"Lascassas, US",1994-2017,1994,2017,,,,,,,,,,,,,,,,,,,
Gautam Nath,"Nath,Gautam",5,,,,,,"Olympia, US",1995-2016,1995,2016,,,,,,,,,,,,,,,,,,,
George Frederick MacDonald,"MacDonald,George Frederick",5,,,,,,"Bloomfield, US",2005-2022,2005,2022,,,,,,,,,,,,,,,,,,,
George McCarthy,"McCarthy,George",5,,,,,,"Mérida, MX",1997-2018,1997,2018,,,,,,,,,,,,,,,,,,,
George Roth,"Roth,George",5,,,,,,"Pylesville, US",2010-2016,2010,2016,,,,,,,,,,,,,,,,,,,
Gerardo Lopez,"Lopez,Gerardo",5,,,,,,"Tijuana, MX",1995-2018,1995,2018,,,,,,,,,,,,,,,,,,,
Gonzalo Luis Ocano,"Ocano,Gonzalo Luis",5,,,,,,"Louisville, US",2015-2017,2015,2017,,,,,,,,,,,,,,,,,,,
Gregory Galluccio,"Galluccio,Gregory",5,,,,,,"Smithtown, US",2012-2019,2012,2019,,,,,,,,,,,,,,,,,,,
Gregory P Spata,"Spata,Gregory P",5,,,,,,"Sharonville, US",2014-2021,2014,2021,,,,,,,,,,,,,,,,,,,
Guangying Zhang,"Zhang,Guangying",5,,,,,,"Shanghai, CN",2002-2022,2002,2022,,,,,,,,,,,,,,,,,,,
Guillaume Petitpas,"Petitpas,Guillaume",5,,,,,,"Livermore, US",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
Guruprasad Srinivasan,"Srinivasan,Guruprasad",5,,,,,,"Bengaluru, IN",2019-2024,2019,2024,,,,,,,,,,,,,,,,,,,
Hadwan Hadwan,"Hadwan,Hadwan",5,,,,,,"Detroit, US",2022-2023,2022,2023,,,,,,,,,,,,,,,,,,,
Hassan S Suheil,"Suheil,Hassan S",5,,,,,,"Houston, US",2017-2020,2017,2020,,,,,,,,,,,,,,,,,,,
Hector Valdez Jaramillo,"Jaramillo,Hector Valdez",5,,,,,,"El Control, MX",2010-2021,2010,2021,,,,,,,,,,,,,,,,,,,
Ian A MacQuarrie,"MacQuarrie,Ian A",5,,,,,,"San Jose, US",2015-2019,2015,2019,,,,,,,,,,,,,,,,,,,
Inigo Albizuri Landazabal,"Albizuri Landazabal,Inigo",5,,,,,,"Muxika, ES",2016-2021,2016,2021,,,,,,,,,,,,,,,,,,,
Isidro MEJIA CENTENO,"MEJIA CENTENO,Isidro",5,,,,,,"Mexico City, MX",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
Israel Cruz Ruiz,"Ruiz,Israel Cruz",5,,,,,,"Jalisco, MX",2003-2007,2003,2007,,,,,,,,,,,,,,,,,,,
Jack Wolstenholme,"Wolstenholme,Jack",5,,,,,,"Sarnia, CA",1984-2015,1984,2015,,,,,,,,,,,,,,,,,,,
Jaime Jesus Garcia,"Garcia,Jaime Jesus",5,,,,,,"Lawrence Park, US",2013-2015,2013,2015,,,,,,,,,,,,,,,,,,,
James H Campbell IV,"Campbell, IV,James H",5,,,,,,"El Paso, US",1998-2020,1998,2020,,,,,,,,,,,,,,,,,,,
James Ryan Johnson,"Johnson,James Ryan",5,,,,,,"Fort Wayne, US",2010-2017,2010,2017,,,,,,,,,,,,,,,,,,,
Jan Crommen,"Crommen,Jan",5,,,,,,"Atlixco, MX",1990-2010,1990,2010,,,,,,,,,,,,,,,,,,,
Jared L Martin,"Martin,Jared L",5,,,,,,"Cumming, US",2010-2019,2010,2019,,,,,,,,,,,,,,,,,,,
Jason J Stokesbary,"Stokesbary,Jason J",5,,,,,,"Georgetown, US",2009-2024,2009,2024,,,,,,,,,,,,,,,,,,,
Jason Nisbett,"Nisbett,Jason",5,,,,,,"Southgate, US",2016-2023,2016,2023,,,,,,,,,,,,,,,,,,,
Jason Peters,"Peters,Jason",5,,,,,,"Lapeer, US",2008-2018,2008,2018,,,,,,,,,,,,,,,,,,,
Javier Gomez,"Gomez,Javier",5,,,,,,"La Y Griega, MX",1995-2003,1995,2003,,,,,,,,,,,,,,,,,,,
Jean Michel Saveant,"Saveant,Jean Michel",5,,,,,,"Paris, FR",2001-2018,2001,2018,,,,,,,,,,,,,,,,,,,
Jeff Todd Baxter,"Baxter,Jeff Todd",5,,,,,,"Carleton, US",2014-2019,2014,2019,,,,,,,,,,,,,,,,,,,
Jeffrey Mazur,"Mazur,Jeffrey",5,,,,,,"New Baltimore, US",1981-2022,1981,2022,,,,,,,,,,,,,,,,,,,
Jeffrey Pease,"Pease,Jeffrey",5,,,,,,"San Francisco, US",2006-2018,2006,2018,,,,,,,,,,,,,,,,,,,
Jens Gehrke,"Gehrke,Jens",5,,,,,,"Rancho Palos Verdes, US",2013-2021,2013,2021,,,,,,,,,,,,,,,,,,,
Jere Wade,"Wade,Jere",5,,,,,,"Swartz Creek, US",2005-2022,2005,2022,,,,,,,,,,,,,,,,,,,
Jeronimo R Villarreal Rios,"Villarreal Rios,Jeronimo R",5,,,,,,"Guadalupe, MX",2014-2015,2014,2015,,,,,,,,,,,,,,,,,,,
JESSICA GALARZA MACIAS,"GALARZA MACIAS,JESSICA",5,,,,0,0,"Tijuana, MX",2008 - 2023,2008,2023,10.0,MUJER,LICENCIATURA COMO INGENIERO BIOMÉDICO,UNIVERSIDAD IBEROAMERICANA,0.0,2658355,1998.0,,,,,,,,,0.0,,,Mexicana
Jessica L Anacker,"Anacker,Jessica L",5,,,,,,"Cottage Grove, US",2010-2020,2010,2020,,,,,,,,,,,,,,,,,,,
Joerg Jens Hoefle,"Hoefle,Joerg Jens",5,,,,,,"Seeheim-Jugenheim, DE",1994-2021,1994,2021,,,,,,,,,,,,,,,,,,,
Johannes A F Peek,"Peek,Johannes A F",5,,,,,,"Carmen, MX",1998-2008,1998,2008,,,,,,,,,,,,,,,,,,,
John Edward Walecka,"Walecka,John Edward",5,,,,,,"San Francisco, US",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
John Lawrence Walecka,"Walecka,John Lawrence",5,,,,,,"Atherton, US",2023-2023,2023,2023,,,,,,,,,,,,,,,,,,,
John Lewis Colucci,"Colucci,John Lewis",5,,,,,,"Bellevue, US",2019-2024,2019,2024,,,,,,,,,,,,,,,,,,,
John Thanh Nguyen,"Nguyen,John Thanh",5,,,,,,"Houston, US",2015-2023,2015,2023,,,,,,,,,,,,,,,,,,,
Jon C Wasberg,"Wasberg,Jon C",5,,,,,,"Davison, US",2010-2019,2010,2019,,,,,,,,,,,,,,,,,,,
Jon Parrinello,"Parrinello,Jon",5,,,,,,"Elgin, US",2012-2022,2012,2022,,,,,,,,,,,,,,,,,,,
Jonathan Cedar,"Cedar,Jonathan",5,,,,,,"New York, US",2012-2017,2012,2017,,,,,,,,,,,,,,,,,,,
Jonathan K Wells,"Wells,Jonathan K",5,,,,,,"San Francisco, US",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
Jorge Angulo Givaudan,"Givaudan,Jorge Angulo",5,,,,,,"Rodolfo Sánchez Taboada ( Maneadero ), MX",2012-2021,2012,2021,,,,,,,,,,,,,,,,,,,
Jorge Araujo Nieto,"Araujo Nieto,Jorge",5,,,,,,"Calimaya de Díaz González, MX",2019-2023,2019,2023,,,,,,,,,,,,,,,,,,,
Jorge Cervantes Guadarrama,"Cervantes Guadarrama,Jorge",5,,,,,,"Mexico City, MX",2016-2021,2016,2021,,,,,,,,,,,,,,,,,,,
Jorge Goitia,"Goitia,Jorge",5,,,,,,"San Jose, US",2007-2012,2007,2012,,,,,,,,,,,,,,,,,,,
Jorge Gonzalez,"Gonzalez,Jorge",5,,,,,,"Tijuana, MX",1991-2019,1991,2019,,,,,,,,,,,,,,,,,,,
Jose Garza,"Garza,Jose",5,,,,,,"Villa de Cos, MX",2013-2022,2013,2022,,,,,,,,,,,,,,,,,,,
Jose Luis Estrada,"Estrada,Jose Luis",5,,,,,,"Aguascalientes, MX",1976-2017,1976,2017,,,,,,,,,,,,,,,,,,,
Josef Brandstetter,"Brandstetter,Josef",5,,,,,,"Rottenburg am Neckar, DE",2004-2017,2004,2017,,,,,,,,,,,,,,,,,,,
Joseph B Borghese,"Borghese,Joseph B",5,,,,,,"Yucca Valley, US",2004-2023,2004,2023,,,,,,,,,,,,,,,,,,,
Joshua D Eaton,"Eaton,Joshua D",5,,,,,,"Frankville, CA",2007-2013,2007,2013,,,,,,,,,,,,,,,,,,,
Joshua David Henley,"Henley,Joshua David",5,,,,,,"Keller, US",2018-2020,2018,2020,,,,,,,,,,,,,,,,,,,
Josue Gonzalez,"Gonzalez,Josue",5,,,,,,"Nuevo Laredo, MX",2010-2021,2010,2021,,,,,,,,,,,,,,,,,,,
Joyce Jincao Xu,"Xu,Joyce Jincao",5,,,,,,"Plano, US",2015-2018,2015,2018,,,,,,,,,,,,,,,,,,,
Juan J Montalvo,"Montalvo,Juan J",5,,,,,,"Juarez, MX",2008-2019,2008,2019,,,,,,,,,,,,,,,,,,,
Juan L Gonzalez,"Gonzalez,Juan L",5,,,,,,"El Control, MX",2008-2018,2008,2018,,,,,,,,,,,,,,,,,,,
Juan Manuel Avalos Vega,"Avalos Vega,Juan Manuel",5,,,,,,"Zapopan, MX",2011 - 2024,2011,2024,17.0,HOMBRE,LICENCIATURA EN INGENIERÍA EN COMPUTACIÓN,UNIVERSIDAD AUTÓNOMA DE GUADALAJARA,1.0,1967495,1994.0,MAESTRÍA EN ADMINISTRACIÓN DE TECNOLOGÍAS DE INFORMACIÓN,INSTITUTO TECNOLÓGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,5338428,2007,,,,,1.0,,,Mexicana
Juan Munoz,"Munoz,Juan",5,,,,,,"La Y Griega, MX",1984-2017,1984,2017,,,,,,,,,,,,,,,,,,,
Julian M Alzate,"Alzate,Julian M",5,,,,,,"Pullman, US",2020-2023,2020,2023,,,,,,,,,,,,,,,,,,,
