Inventor,NOMBRE_INVENTOR,Patents,Cites,Asignee Inst,Número de coinventores,Co inventoras mujeres,Coinventores extranjeros,Location,years active,año de inicio,última patente,Inicio de patentamiento-obtención de cédula,Género,Grado académico LICENCIATURA,Institución que otorgó el grado LICENCIATURA,INSTITUCIÓN Pública= 1; Privada= 0,# cédula profesional LICENCIATURA,Año de expedición de cedula profesional  LICENCIATURA,Grado académico MAESTRÍA,Institución que otorgó el grado MAESTRÍA,# cédula profesional MAESTRÍA,Año de expedición de cedula profesional  MAESTRÍA,Grado académico DOCTORADO,Institución que otorgó el grado DOCTORADO,# cédula profesional DOCTORADO,Año de expedición de cedula profesional  DOCTORADO,Posgrado SI= 1 NO= 0,Empleo actual,Puesto,Nacionalidad
Catalina Maya Rendon,"Maya Rendon,Catalina",1,,,,,,"Suchiapa, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Antonio Barrios Perez,"Barrios Perez,Jose Antonio",1,,,,,,"Suchiapa, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Michael R Blum,"Blum,Michael R",12,,,,,,"Piedmont, US",1985-2022,1985,2022,,,,,,,,,,,,,,,,,,,
Daniel Vogel Fernandez de Castro,"Vogel Fernandez de Castro,Daniel",16,,,,,,"Mexico City, MX",2015-2022,2015,2022,,,,,,,,,,,,,,,,,,,
Konrad S Feldman,"Feldman,Konrad S",28,,,,,,"San Francisco, US",2003-2023,2003,2023,,,,,,,,,,,,,,,,,,,
Maria de Lourdes Mosqueira Mondragon,"Mosqueira Mondragon,Maria de Lourdes",7,,,,,,"Mexico City, MX",2008-2021,2008,2021,,,,,,,,,,,,,,,,,,,
Maria Antonia Cortes Jacome,"Cortes Jacome,Maria Antonia",9,,,,,,"Mexico City, MX",2008-2021,2008,2021,,,,,,,,,,,,,,,,,,,
Miguel Perez Luna,"Perez Luna,Miguel",4,,,,,,"Mexico City, MX",2015-2021,2015,2021,,,,,,,,,,,,,,,,,,,
Marcelo Lozada y Cassou,"Lozada y Cassou,Marcelo",16,,,,,,"Mexico City, MX",2008-2018,2008,2018,,,,,,,,,,,,,,,,,,,
Gerardo Ferrat Torres,"Ferrat Torres,Gerardo",9,,,,,,"Mexico City, MX",2008-2021,2008,2021,,,,,,,,,,,,,,,,,,,
Victor Perez Moreno,"Perez Moreno,Victor",3,,,,,,"Mexico City, MX",2011-2017,2011,2017,,,,,,,,,,,,,,,,,,,
Jose Escobar Aguilar,"Escobar Aguilar,Jose",6,,,,,,"Mexico City, MX",2008-2021,2008,2021,,,,,,,,,,,,,,,,,,,
Jose Antonio Toledo Antonio,"Toledo Antonio,Jose Antonio",11,,,,,,"Mexico City, MX",2008-2021,2008,2021,,,,,,,,,,,,,,,,,,,
Carlos Angeles Chavez,"Angeles Chavez,Carlos",9,,,,,,"Mexico City, MX",2008-2021,2008,2021,,,,,,,,,,,,,,,,,,,
Esteban Lopez Salinas,"Lopez Salinas,Esteban",11,,,,,,"Mexico City, MX",2008-2021,2008,2021,,,,,,,,,,,,,,,,,,,
Rodolfo Juventino MORA VALLEJO,"MORA VALLEJO,Rodolfo Juventino",5,,,,,,"Mexico City, MX",2008-2018,2008,2018,,,,,,,,,,,,,,,,,,,
Jonatan Leff Yaffe,"Leff Yaffe,Jonatan",10,,,,,,"Mexico City, MX",2015-2020,2015,2020,,,,,,,,,,,,,,,,,,,
Jorge Manuel Rodriguez Vazquez,"Rodriguez Vazquez,Jorge Manuel",4,,,,,,"Atizapán de Zaragoza, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Carlos Emilio Merino Almeida,"Merino Almeida,Carlos Emilio",3,,,,,,"Miguel Alemán, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Asaad Agis,"Agis,Asaad",1,,,,,,"Metepec, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Hugo Fortin,"Fortin,Hugo",11,,,,,,"Lerma, MX",2009-2017,2009,2017,,,,,,,,,,,,,,,,,,,
Ruben Rodriguez,"Rodriguez,Ruben",9,,,,,,"Metepec, MX",1990-2023,1990,2023,,,,,,,,,,,,,,,,,,,
Zhibing Deng,"Deng,Zhibing",91,,,,,,"Northville, US",2007-2024,2007,2024,,,,,,,,,,,,,,,,,,,
Antonio Dario Garay Serrano,"Garay Serrano,Antonio Dario",1,,,,,,"Toluca, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Mark Wlotkowski,"Wlotkowski,Mark",10,,,,,,"Royal Oak, US",2013-2021,2013,2021,,,,,,,,,,,,,,,,,,,
Jamil M Alwan,"Alwan,Jamil M",26,,,,,,"Ann Arbor, US",2008-2024,2008,2024,,,,,,,,,,,,,,,,,,,
Beatriz Zapata Rendon,"Zapata Rendon,Beatriz",3,,,,,,"Xico, MX",2016-2018,2016,2018,,,,,,,,,,,,,,,,,,,
Edith Meneses Ruiz,"Meneses Ruiz,Edith",4,,,,,,"Xico, MX",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Rodolfo Juventino MORA VALLEJO,"MORA VALLEJO,Rodolfo Juventino",5,,,,,,"Xico, MX",2008-2018,2008,2018,,,,,,,,,,,,,,,,,,,
J Jesus Castillo Munguia,"Castillo Munguia,J Jesus",3,,,,,,"Xico, MX",2013-2018,2013,2018,,,,,,,,,,,,,,,,,,,
Georgina Cecilia Laredo Sanchez,"Laredo Sanchez,Georgina Cecilia",3,,,,,,"Xico, MX",2013-2018,2013,2018,,,,,,,,,,,,,,,,,,,
J Ascencion Montoya De La Fuente,"Montoya De La Fuente,J Ascencion",2,,,,,,"Xico, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Jose Rodriguez,"Rodriguez,Jose",5,,,,,,"Juarez, MX",1984-2017,1984,2017,,,,,,,,,,,,,,,,,,,
Efren Arteaga,"Arteaga,Efren",1,,,,,,"Juarez, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Hector Arturo Navarro Barraza,"Navarro Barraza,Hector Arturo",1,,,,,,"La Y Griega, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Alejandro Jauregui,"Jauregui,Alejandro",2,,,,,,"Juarez, MX",2005-2017,2005,2017,,,,,,,,,,,,,,,,,,,
Oscar Fernando Dominguez,"Dominguez,Oscar Fernando",4,,,,,,"El Paso, US",1994-2017,1994,2017,,,,,,,,,,,,,,,,,,,
Manuel Alejandro Vite Cadena,"Cadena,Manuel Alejandro Vite",3,,,,,,"Toluca, MX",2015-2017,2015,2017,,,,,,,,,,,,,,,,,,,
Raymundo Juan Lien Chang,"Juan Lien Chang,Raymundo",5,,,,,,"Puebla, MX",2012-2022,2012,2022,,,,,,,,,,,,,,,,,,,
Jenaro Parro,"Parro,Jenaro",1,,,,,,"Montréal, CA",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Enrique Parra,"Parra,Enrique",1,,,,,,"Monterrey, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jorge Koehrmann,"Koehrmann,Jorge",1,,,,,,"Monterrey, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Ian Turner,"Turner,Ian",12,,,,,,"Atlanta, US",1989-2022,1989,2022,,,,,,,,,,,,,,,,,,,
Chris Pawlukowsky,"Pawlukowsky,Chris",6,,,,,,"Alpharetta, US",2017-2023,2017,2023,,,,,,,,,,,,,,,,,,,
Mike Appleby,"Appleby,Mike",3,,,,,,"Guadalajara, MX",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Eric Vargas Iinan,"Iinan,Eric Vargas",1,,,,,,"Metepec, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Edgardo Fabricio Ortiz Hernandez,"Ortiz Hernandez,Edgardo Fabricio",6,,,,,,"Toluca, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Jose Ernesto Simon Gonzalez,"Simon Gonzalez,Jose Ernesto",2,,,,,,"Culiacán, MX",2017-2024,2017,2024,,,,,,,,,,,,,,,,,,,
Fabrice Hans Francois Guisset,"Guisset,Fabrice Hans Francois",1,,,,,,"San José del Cabo, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jesus Guadalupe Castillo,"Castillo,Jesus Guadalupe",1,,,,,,"Cuautitlán Izcalli, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Francisco Javier Quintero Perez,"Quintero Perez,Francisco Javier",5,,,,,,"Uruapan, MX",2017-2023,2017,2023,,,,,,,,,,,,,,,,,,,
Edgar Salazar Fabian,"Fabian,Edgar Salazar",3,,,,,,"Cuautitlán Izcalli, MX",2016-2018,2016,2018,,,,,,,,,,,,,,,,,,,
Ricardo Hernandez,"Hernandez,Ricardo",4,,,,,,"General Escobedo, MX",1998-2017,1998,2017,,,,,,,,,,,,,,,,,,,
Carlos Ernesto Saenz,"Saenz,Carlos Ernesto",2,,,,,,"Calimaya de Díaz González, MX",2017-2020,2017,2020,,,,,,,,,,,,,,,,,,,
Jorge Miranda Nieto,"Nieto,Jorge Miranda",1,,,,,,"Ndrea Kariou, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Javier Tovar Pescador,"Tovar Pescador,Jose Javier",8,,,,,,"Mexico City, MX",2017-2023,2017,2023,,,,,,,,,,,,,,,,,,,
Oscar Bautista Cid,"Bautista Cid,Oscar",7,,,,,,"Mexico City, MX",2017-2023,2017,2023,,,,,,,,,,,,,,,,,,,
Juan Antonio Leon Navarro,"Leon Navarro,Juan Antonio",3,,,,,,"Mexico City, MX",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
Joel Gutierrez Antonio,"Gutierrez Antonio,Joel",2,,,,,,"Santiago Yancuitlalpan, MX",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Nestor Luna Marroquin,"Luna Marroquin,Nestor",1,,,,,,"El Control, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Rodrigo Pamanes Bringas,"Pamanes Bringas,Rodrigo",1,,,,,,"Arroyo Seco, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Julio GOMEZ CORDON,"GOMEZ CORDON,Julio",5,,,,,,"Cuntis, ES",2017-2024,2017,2024,,,,,,,,,,,,,,,,,,,
Gregorio Jose De Haene Rosique,"De Haene Rosique,Gregorio Jose",2,,,,,,"San Pedro Garza García, MX",2017-2020,2017,2020,,,,,,,,,,,,,,,,,,,
Orlando Severiano Perez,"Severiano Perez,Orlando",1,,,,,,"Tlalnepantla, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Pedro Gonzalez,"Gonzalez,Pedro",13,,,,,,"El Control, MX",1997-2023,1997,2023,,,,,,,,,,,,,,,,,,,
Krishnaditya Arkalgud,"Arkalgud,Krishnaditya",10,,,,,,"Oceanside, US",2012-2023,2012,2023,,,,,,,,,,,,,,,,,,,
Tuan Le,"Le,Tuan",45,,,,,,"Willow View Lane, US",1997-2024,1997,2024,,,,,,,,,,,,,,,,,,,
Adam Sampson,"Sampson,Adam",24,,,,,,"Ramona, US",2001-2024,2001,2024,,,,,,,,,,,,,,,,,,,
Eduardo Coronado,"Coronado,Eduardo",40,,,,,,"El Control, MX",1998-2023,1998,2023,,,,,,,,,,,,,,,,,,,
Daniel Chow,"Chow,Daniel",20,,,,,,"Three Rivers, US",2008-2024,2008,2024,,,,,,,,,,,,,,,,,,,
Wesley Mendez,"Mendez,Wesley",3,,,,,,"Monterrey, MX",2017-2023,2017,2023,,,,,,,,,,,,,,,,,,,
Sergio Moreno,"Moreno,Sergio",2,,,,,,"Apodaca, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Fabian Taboada,"Taboada,Fabian",2,,,,,,"Monterrey, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Jason W Tippetts,"Tippetts,Jason W",36,,,,,,"Stevensville, US",2015-2024,2015,2024,,,,,,,,,,,,,,,,,,,
Jagannathan Srinivasan,"Srinivasan,Jagannathan",48,,,,,,"Nashua, US",1991-2023,1991,2023,,,,,,,,,,,,,,,,,,,
Souripriya Das,"Das,Souripriya",24,,,,,,"Nashua, US",1998-2023,1998,2023,,,,,,,,,,,,,,,,,,,
Matthew Perry,"Perry,Matthew",27,,,,,,"Brookline, US",2012-2023,2012,2023,,,,,,,,,,,,,,,,,,,
Juan Francisco Garcia Navarro,"Garcia Navarro,Juan Francisco",3,,,,,,"Zapopan, MX",2017-2023,2017,2023,,,,,,,,,,,,,,,,,,,
Victor Antonio Lopez Villamar,"Lopez Villamar,Victor Antonio",3,,,,,,"Zapopan, MX",2017-2023,2017,2023,,,,,,,,,,,,,,,,,,,
Judith M Combs,"Combs,Judith M",2,,,,,,"Stuart, US",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Annita Tomko,"Tomko,Annita",5,,,,,,"Jalisco, MX",2015-2021,2015,2021,,,,,,,,,,,,,,,,,,,
Peeyush Jaiswal,"Jaiswal,Peeyush",183,,,,,,"Boca Raton, US",1999-2023,1999,2023,,,,,,,,,,,,,,,,,,,
David Jaramillo,"Jaramillo,David",77,,,,,,"Boynton Beach, US",1999-2023,1999,2023,,,,,,,,,,,,,,,,,,,
Priyansh Jaiswal,"Jaiswal,Priyansh",31,,,,,,"Boca Raton, US",2017-2023,2017,2023,,,,,,,,,,,,,,,,,,,
Xiang Li,"Li,Xiang",37,,,,,,"Portland, US",2014-2023,2014,2023,,,,,,,,,,,,,,,,,,,
Raul Enriquez Shibayama,"Enriquez Shibayama,Raul",2,,,,,,"Jalisco, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Kai Xiao,"Xiao,Kai",99,,,,,,"University Place, US",2009-2024,2009,2024,,,,,,,,,,,,,,,,,,,
Luis Villasenor,"Villasenor,Luis",5,,,,,,"Tijuana, MX",2017-2020,2017,2020,,,,,,,,,,,,,,,,,,,
Norberto Hector Perales Solis,"Solis,Norberto Hector Perales",7,,,,,,"Chihuahua, MX",2010-2020,2010,2020,,,,,,,,,,,,,,,,,,,
Agustin Portillo Mercado,"Portillo Mercado,Agustin",2,,,,,,"Chihuahua, MX",2014-2017,2014,2017,,,,,,,,,,,,,,,,,,,
Eric Thompson,"Thompson,Eric",28,,,,,,"Central, US",2005-2021,2005,2021,,,,,,,,,,,,,,,,,,,
Sean Sweeney,"Sweeney,Sean",36,,,,,,"Jackson, US",2003-2021,2003,2021,,,,,,,,,,,,,,,,,,,
Chancelor Wyatt,"Wyatt,Chancelor",7,,,,,,"Somerville, US",2013-2023,2013,2023,,,,,,,,,,,,,,,,,,,
Jaime V Torres,"Torres,Jaime V",4,,,,,,"Estado de México, MX",1994-2020,1994,2020,,,,,,,,,,,,,,,,,,,
Alejandro Juarez Corona,"Juarez Corona,Alejandro",3,,,,,,"Tepotzotlán, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Ricardo Garcia Chavez,"Garcia Chavez,Ricardo",1,,,,,,"Mexico City, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Alma Delia Miranda Olvera,"Miranda Olvera,Alma Delia",2,,,,,,"Mexico City, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Jose Manuel Dominguez Esquivel,"Dominguez Esquivel,Jose Manuel",10,,,,,,"Mexico City, MX",2006-2024,2006,2024,,,,,,,,,,,,,,,,,,,
Miguel Angel Vazquez Guevara,"Vazquez Guevara,Miguel Angel",2,,,,,,"Mexico City, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Kenneth Willett,"Willett,Kenneth",3,,,,,,"Cincinnati, US",2015-2019,2015,2019,,,,,,,,,,,,,,,,,,,
Michael Alan Stieg,"Stieg,Michael Alan",15,,,,,,"Cincinnati, US",2015-2024,2015,2024,,,,,,,,,,,,,,,,,,,
Joseph Thomas Kopecek,"Kopecek,Joseph Thomas",38,,,,,,"Santa Clarita, US",2010-2024,2010,2024,,,,,,,,,,,,,,,,,,,
Jesus Anaya,"Anaya,Jesus",2,,,,,,"Querétaro, MX",2015-2017,2015,2017,,,,,,,,,,,,,,,,,,,
George Conway,"Conway,George",3,,,,,,"Duarte, US",2015-2019,2015,2019,,,,,,,,,,,,,,,,,,,
John S Mears,"Mears,John S",12,,,,,,"Cincinnati, US",1993-2023,1993,2023,,,,,,,,,,,,,,,,,,,
Brent Michael Ozanich,"Ozanich,Brent Michael",3,,,,,,"Yakima, US",2015-2019,2015,2019,,,,,,,,,,,,,,,,,,,
Veronica Ramos Corzo,"Ramos Corzo,Veronica",2,,,,,,"Mexico City, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Marco Antonio Aquino Olivos,"Aquino Olivos,Marco Antonio",3,,,,,,"Mexico City, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Jose Luis Mendoza De La Cruz,"Mendoza De La Cruz,Jose Luis",5,,,,,,"Mexico City, MX",2015-2017,2015,2017,,,,,,,,,,,,,,,,,,,
Adriana de Jesus Aguirre Gutierrez,"Aguirre Gutierrez,Adriana de Jesus",3,,,,,,"Mexico City, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Oscar Alejandro Zamarripa Jimenez,"Zamarripa Jimenez,Oscar Alejandro",1,,,,,,"Mexico City, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jacinto Aguila Hernandez,"Aguila Hernandez,Jacinto",2,,,,,,"Mexico City, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Juan Carlos Cedillo Ramirez,"Cedillo Ramirez,Juan Carlos",2,,,,,,"Mexico City, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Blanca Estela Garcia Flores,"Garcia Flores,Blanca Estela",2,,,,,,"Mexico City, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Michael John Gimblet,"Gimblet,Michael John",64,,,,,,"Conover, US",2001-2023,2001,2023,,,,,,,,,,,,,,,,,,,
"Julian Latelle Greenwood, III","Greenwood, III,Julian Latelle",55,,,,,,"Hickory, US",2008-2024,2008,2024,,,,,,,,,,,,,,,,,,,
Warren Welborn McAlpine,"McAlpine,Warren Welborn",71,,,,,,"Hickory, US",1991-2024,1991,2024,,,,,,,,,,,,,,,,,,,
Mario Aguilar,"Aguilar,Mario",11,,,,,,"Reynosa, MX",2009-2020,2009,2020,,,,,,,,,,,,,,,,,,,
Eric Campos Canton,"Campos Canton,Eric",4,,,,,,"Moctezuma, MX",2013-2019,2013,2019,,,,,,,,,,,,,,,,,,,
Moises Garcia Martinez,"Garcia Martinez,Moises",2,,,,,,"Moctezuma, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Roberto Rafael Rivera Duron,"Rivera Duron,Roberto Rafael",1,,,,,,"Moctezuma, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Juan Villarreal Garcia,"Garcia,Juan Villarreal",2,,,,,,"Saltillo, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Marvin Lewis Adams,"Adams,Marvin Lewis",5,,,,,,"Elizabethtown, US",1990-2017,1990,2017,,,,,,,,,,,,,,,,,,,
David Bricker,"Bricker,David",11,,,,,,"Elizabethtown, US",2001-2023,2001,2023,,,,,,,,,,,,,,,,,,,
Troy Fackler,"Fackler,Troy",1,,,,,,"Vine Grove, US",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jason Belcher,"Belcher,Jason",3,,,,,,"Cecilia, US",2009-2017,2009,2017,,,,,,,,,,,,,,,,,,,
Marco Meza,"Meza,Marco",2,,,,,,"Juarez, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Mary A Skinner,"Skinner,Mary A",2,,,,,,"Waterford, US",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Harry Levers,"Levers,Harry",16,,,,,,"Clarkston, US",1998-2019,1998,2019,,,,,,,,,,,,,,,,,,,
Albert Anthony Skinner,"Skinner,Albert Anthony",52,,,,,,"Waterford, US",1988-2019,1988,2019,,,,,,,,,,,,,,,,,,,
Jose del Carmen Jimenez Osorio,"Osorio,Jose del Carmen Jimenez",1,,,,,,"Carmen, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jonnathan Ricardo Tellez Abaunza,"Abaunza,Jonnathan Ricardo Tellez",1,,,,,,"Carmen, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Carmen Josefina Ramirez,"Ramirez,Carmen Josefina",3,,,,,,"Ciudad del Carmen, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Omar Davila Escamilla,"Escamilla,Omar Davila",1,,,,,,"Carmen, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Carlos Eutimio Curiel Montoya,"Curiel Montoya,Carlos Eutimio",2,,,,,,"Monterrey, MX",2017-2020,2017,2020,,,,,,,,,,,,,,,,,,,
Cristina Rosas Salazar,"Rosas Salazar,Cristina",3,,,,,,"Torreón, MX",2016-2017,2016,2017,,,,,,,,,,,,,,,,,,,
Gabriela Montiel Moreno,"Moreno,Gabriela Montiel",2,,,,,,"Zapopan, MX",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Zhe Wu,"Wu,Zhe",33,,,,,,"Mountain View, US",2004-2023,2004,2023,,,,,,,,,,,,,,,,,,,
Jayanta Banerjee,"Banerjee,Jayanta",20,,,,,,"Nashua, US",1998-2022,1998,2022,,,,,,,,,,,,,,,,,,,
Luis V Ramirez Chaidez,"Ramirez Chaidez,Luis V",15,,,,,,"Coahuila, MX",2014-2022,2014,2022,,,,,,,,,,,,,,,,,,,
Mark T Anderson,"Anderson,Mark T",36,,,,,,"Woodbury, US",1995-2022,1995,2022,,,,,,,,,,,,,,,,,,,
Michael E Hamerly,"Hamerly,Michael E",35,,,,,,"Vadnais Heights, US",1988-2022,1988,2022,,,,,,,,,,,,,,,,,,,
Lawrence J Ptasienski,"Ptasienski,Lawrence J",25,,,,,,"North Oaks, US",2014-2023,2014,2023,,,,,,,,,,,,,,,,,,,
Luca D Farioli Brioschi,"Farioli Brioschi,Luca D",15,,,,,,"Mexicali, MX",2014-2022,2014,2022,,,,,,,,,,,,,,,,,,,
Lawrence J Ptasienski,"Ptasienski,Lawrence J",25,,,,,,"North Oaks, US",2014-2023,2014,2023,,,,,,,,,,,,,,,,,,,
Luca D Farioli Brioschi,"Farioli Brioschi,Luca D",15,,,,,,"Mexicali, MX",2014-2022,2014,2022,,,,,,,,,,,,,,,,,,,
Mark T Anderson,"Anderson,Mark T",36,,,,,,"Woodbury, US",1995-2022,1995,2022,,,,,,,,,,,,,,,,,,,
Luis V Ramirez Chaidez,"Ramirez Chaidez,Luis V",15,,,,,,"Coahuila, MX",2014-2022,2014,2022,,,,,,,,,,,,,,,,,,,
Michael E Hamerly,"Hamerly,Michael E",35,,,,,,"Vadnais Heights, US",1988-2022,1988,2022,,,,,,,,,,,,,,,,,,,
LuisJavier Aguirre,"Aguirre,LuisJavier",1,,,,,,"El Control, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Sergio Aguirre,"Aguirre,Sergio",14,,,,,,"El Control, MX",1992-2019,1992,2019,,,,,,,,,,,,,,,,,,,
Yanet Micahela Hernandez Romero,"Hernandez Romero,Yanet Micahela",1,,,,,,"Estado de México, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Cristina Margarita Rodriguez Narvaez,"Rodriguez Narvaez,Cristina Margarita",1,,,,,,"Estado de México, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Mario Saavedra Aguilar,"Saavedra Aguilar,Mario",2,,,,,,"Estado de México, MX",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Roberto Leopoldo Castro Genera,"Genera,Roberto Leopoldo Castro",2,,,,,,"Guanajuato, MX",2015-2017,2015,2017,,,,,,,,,,,,,,,,,,,
Alicia Olga Lobo Iruegas,"Iruegas,Alicia Olga Lobo",2,,,,,,"Guanajuato, MX",2015-2017,2015,2017,,,,,,,,,,,,,,,,,,,
Maria Josefa Bernad Bernad,"Bernad Bernad,Maria Josefa",1,,,,,,"East Weare Road, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Gustavo A Garcia Sanchez,"Garcia Sanchez,Gustavo A",1,,,,,,"Poblado 10 (La Chinantla), MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Francisco Javier Ferreira Yanez,"Ferreira Yanez,Francisco Javier",1,,,,,,"Mexico City, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Jose Alfredo Peregrina Loera,"Peregrina Loera,Jose Alfredo",12,,,,,,"Mexico City, MX",2017-2020,2017,2020,,,,,,,,,,,,,,,,,,,
Carlos Alberto Caballero De Ita,"Caballero De Ita,Carlos Alberto",6,,,,,,"Miguel Alemán, MX",2017-2022,2017,2022,,,,,,,,,,,,,,,,,,,
Edgardo Fabricio Ortiz Hernandez,"Ortiz Hernandez,Edgardo Fabricio",6,,,,,,"Toluca, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Omar Antonio Ramirez Pavon,"Pavon,Omar Antonio Ramirez",2,,,,,,"Mexico City, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Mario Garcia Lannoy,"Lannoy,Mario Garcia",3,,,,,,"Toluca, MX",2015-2018,2015,2018,,,,,,,,,,,,,,,,,,,
Francisco Ronquillo Melendez,"Melendez,Francisco Ronquillo",2,,,,,,"Puebla, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Jose Alfredo Peregrina Loera,"Loera,Jose Alfredo Peregrina",2,,,,,,"Xico, MX",2017-2018,2017,2018,,,,,,,,,,,,,,,,,,,
Sergio Alberto Vega Velazquez,"Vega Velazquez,Sergio Alberto",7,,,,,,"Nicolas Romero, MX",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
Jorge Jara Zambrano,"Zambrano,Jorge Jara",3,,,,,,"López Mateos, MX",2015-2018,2015,2018,,,,,,,,,,,,,,,,,,,
Francisco Miranda,"Miranda,Francisco",2,,,,,,"Lunar Lane, MX",2017-2020,2017,2020,,,,,,,,,,,,,,,,,,,
Irving Jair Villasenor,"Villasenor,Irving Jair",1,,,,,,"Querétaro, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Sergio Romero,"Romero,Sergio",2,,,,,,"Querétaro, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Viviana Resendiz,"Resendiz,Viviana",1,,,,,,"Querétaro, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Rockford D Lyle,"Lyle,Rockford D",26,,,,,,"Houston, US",1993-2020,1993,2020,,,,,,,,,,,,,,,,,,,
Ricardo Arturo Gutierrez Espinosa,"Gutierrez Espinosa,Ricardo Arturo",2,,,,,,"Querétaro, MX",2017-2019,2017,2019,,,,,,,,,,,,,,,,,,,
Hicham Benkabbou,"Benkabbou,Hicham",1,,,,,,"Daytona Beach, US",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Juan Humberto Martinez Cervantes,"Martinez Cervantes,Juan Humberto",1,,,,,,"San Miguel de Allende, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Raul Arroyo Martinez Fabre,"Martinez Fabre,Raul Arroyo",1,,,,,,"Villa de Cos, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Guillermo Castrezana,"Castrezana,Guillermo",1,,,,,,"Puebla, MX",2017-2017,2017,2017,,,,,,,,,,,,,,,,,,,
Daniel Crespo,"Crespo,Daniel",5,,,,,,"Puebla, MX",2017-2021,2017,2021,,,,,,,,,,,,,,,,,,,
